trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1175 660.00  0.00 800.00  4.30  1
  1  737 410.00  0.00 800.00 520.00  0
  2  716 400.00  0.00 800.00 104.00  1
  3  682 380.00  0.00 800.00 260.00  1
  4  629 350.00  0.00 800.00 520.00  0
  5  790 440.00  0.00 800.00 260.00  1
  6  772 430.00  0.00 800.00 260.00  1
  7  647 360.00  0.00 800.00 520.00  0
  8  772 420.00  0.00 800.00 156.00  1
  9  790 440.00  0.00 800.00 260.00  0
 10  772 420.00  0.00 800.00 520.00  0
 11  772 430.00  0.00 800.00 520.00  0
 12  772 440.00  0.00 800.00 520.00  0
 13  772 420.00  0.00 800.00 520.00  0
 14  772 450.00  0.00 800.00 156.00  1
 15  772 440.00  0.00 800.00 520.00  0
 16  772 450.00  0.00 800.00 520.00  0
 17  772 410.00  0.00 800.00 520.00  0
 18  790 440.00  0.00 800.00 260.00  0
 19  790 460.00  0.00 800.00 156.00  1
 20  790 440.00  0.00 800.00 520.00  0
 21  790 450.00  0.00 800.00 156.00  1
 22  790 420.00  0.00 800.00 520.00  0
 23  790 420.00  0.00 800.00 156.00  1
 24  790 420.00  0.00 800.00 520.00  0
 25  790 460.00  0.00 800.00 520.00  0
 26  790 420.00  0.00 800.00 156.00  1
 27  790 420.00  0.00 800.00 520.00  0
 28  790 420.00  0.00 800.00 520.00  0
 29  790 460.00  0.00 800.00 520.00  0
 30  790 420.00  0.00 800.00 520.00  0
 31  790 430.00  0.00 800.00 520.00  0
 32  790 440.00  0.00 800.00 156.00  1
 33  790 430.00  0.00 800.00 156.00  1
 34  790 450.00  0.00 800.00 156.00  1
 35  790 420.00  0.00 800.00 156.00  1
 36  790 450.00  0.00 800.00 156.00  1
 37  790 440.00  0.00 800.00 520.00  0
 38  790 420.00  0.00 800.00 520.00  0
 39  790 460.00  0.00 800.00 156.00  1
 40  790 450.00  0.00 800.00 520.00  0
 41  790 430.00  0.00 800.00 156.00  1
