Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.1182  2.4664    -9.0536 -1.3755
      1  -3.0555  1.3783    -5.1474 -1.0235
      2  -1.9699  0.9258    -3.1300 -0.6678
      3  -2.5580  0.6381    -3.2371 -2.1184
      4  -2.8383  0.5768    -3.4108 -2.5515
      5  -2.9951  0.5777    -3.6662 -2.7469
      6  -3.4394  1.0181    -5.4862 -2.9018
      7  -3.1933  0.7037    -4.0379 -2.8963
      8  -3.0591  0.7445    -3.7513 -2.7247
      9  -2.9716  0.6331    -3.4118 -2.7090
     10  -3.1899  1.0135    -4.8196 -2.6659
     11  -3.0992  0.7720    -3.6981 -2.7171
     12  -3.0184  0.7233    -3.5225 -2.6795
     13  -3.0037  0.5585    -3.4214 -2.7815
     14  -3.1311  0.7182    -3.6741 -2.8509
     15  -3.0823  0.5467    -3.5135 -2.8955
     16  -3.1413  0.5267    -3.5795 -2.9226
     17  -3.1569  0.4370    -3.5678 -2.9491
     18  -3.1337  0.3346    -3.4359 -2.9502
     19  -3.1531  0.2763    -3.4431 -2.9919

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0587     0.0067  0.1898
      1   0.1016  0.0586     0.0069  0.1897
      2   0.1019  0.0583     0.0074  0.1897
      3   0.1033  0.0582     0.0075  0.1900
      4   0.1024  0.0587     0.0066  0.1900
      5   0.1006  0.0594     0.0055  0.1897
      6   0.0394  0.0359     0.0001  0.1097
      7   0.0484  0.0371     0.0010  0.1191
      8   0.0476  0.0360     0.0001  0.1154
      9   0.0549  0.0382     0.0021  0.1259
     10   0.0283  0.0215     0.0001  0.0656
     11   0.0310  0.0211     0.0001  0.0673
     12   0.0325  0.0215     0.0002  0.0691
     13   0.0352  0.0212     0.0027  0.0715
     14   0.0276  0.0172     0.0002  0.0559
     15   0.0294  0.0169     0.0023  0.0575
     16   0.0305  0.0178     0.0026  0.0603
     17   0.0329  0.0183     0.0043  0.0636
     18   0.0347  0.0181     0.0073  0.0652
     19   0.0371  0.0186     0.0082  0.0682

