Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6145  2.7289    -9.0006 -0.4878
      1  -6.9113  1.4648    -8.3966 -4.8872
      2  -8.0829  0.9117    -4.1916 -7.1466
      3  -8.5716  0.7325    -2.4052 -7.9669
      4  -8.8400  0.6661    -1.3791 -8.4318
      5  -8.6278  0.7486    -3.9045 -8.1928
      6  -8.3459  0.9729    -8.0745 -7.6927
      7  -8.4623  0.7801    -7.6092 -8.1337
      8  -8.3770  0.7253    -9.1096 -8.0579
      9  -7.8228  1.6677    -7.3662 -3.5824
     10  -8.0509  1.2921    -7.0894 -6.4264
     11  -7.2530  1.9920    -9.2082 -2.1608
     12  -7.5807  1.6029    -8.8239 -3.7731
     13  -7.7808  1.2713    -8.5581 -6.3539
     14  -7.8930  1.0246    -8.4188 -6.8661
     15  -8.0105  0.8679    -7.7750 -7.1409
     16  -8.0991  0.7491    -7.2541 -7.3364
     17  -8.1667  0.6598    -6.8432 -7.4548
     18  -8.2177  0.5932    -6.5403 -7.5646
     19  -8.1590  0.5503    -8.7590 -7.5378

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1016  0.0587     0.0068  0.1898
      2   0.1025  0.0584     0.0077  0.1899
      3   0.1046  0.0575     0.0098  0.1901
      4   0.1077  0.0568     0.0116  0.1907
      5   0.0952  0.0573     0.0073  0.1874
      6   0.0695  0.0520     0.0015  0.1697
      7   0.0790  0.0525     0.0051  0.1751
      8   0.0844  0.0537     0.0060  0.1789
      9   0.0221  0.0194     0.0000  0.0568
     10   0.0237  0.0192     0.0001  0.0581
     11   0.0094  0.0081     0.0000  0.0212
     12   0.0106  0.0078     0.0000  0.0224
     13   0.0114  0.0075     0.0001  0.0230
     14   0.0118  0.0074     0.0003  0.0233
     15   0.0127  0.0076     0.0005  0.0247
     16   0.0136  0.0079     0.0007  0.0259
     17   0.0146  0.0081     0.0009  0.0268
     18   0.0154  0.0083     0.0011  0.0276
     19   0.0165  0.0086     0.0013  0.0296

