Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.7922  1.3406    -3.6719 -0.1896
      1  -2.6871  0.9587    -3.9823 -1.8745
      2  -3.1024  0.8244    -4.2623 -2.6179
      3  -3.4335  0.8317    -4.7634 -2.9799
      4  -3.7195  0.9162    -5.4090 -3.2163
      5  -4.1244  1.1048    -6.4469 -3.3920
      6  -4.6003  1.2700    -7.4036 -3.4850
      7  -5.2650  1.5621    -8.4201 -2.8988
      8  -4.9830  1.2105    -7.1865 -3.5860
      9  -4.8007  0.9880    -6.3251 -3.7773
     10  -4.8036  0.8349    -6.1490 -3.9438
     11  -4.6390  0.7103    -5.7304 -3.8926
     12  -4.8343  0.6870    -5.8936 -4.1523
     13  -4.7394  0.5857    -5.6298 -4.1267
     14  -4.9698  0.7343    -5.9893 -4.2659
     15  -4.9132  0.6227    -5.7760 -4.2774
     16  -4.9808  0.5414    -5.7862 -4.4685
     17  -4.9348  0.4682    -5.6881 -4.4535
     18  -4.9918  0.4145    -5.7103 -4.5516
     19  -4.9484  0.3679    -5.5890 -4.5374

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0597     0.0012  0.1899
      1   0.0998  0.0604     0.0004  0.1897
      2   0.0984  0.0609     0.0007  0.1896
      3   0.0896  0.0618     0.0001  0.1879
      4   0.0699  0.0581     0.0001  0.1788
      5   0.0340  0.0341     0.0001  0.1021
      6   0.0167  0.0152     0.0000  0.0433
      7   0.0084  0.0063     0.0000  0.0177
      8   0.0097  0.0066     0.0000  0.0192
      9   0.0110  0.0069     0.0001  0.0204
     10   0.0115  0.0067     0.0001  0.0205
     11   0.0126  0.0070     0.0004  0.0226
     12   0.0123  0.0069     0.0004  0.0218
     13   0.0133  0.0071     0.0006  0.0237
     14   0.0104  0.0056     0.0001  0.0183
     15   0.0111  0.0057     0.0004  0.0190
     16   0.0119  0.0059     0.0006  0.0197
     17   0.0125  0.0060     0.0008  0.0202
     18   0.0132  0.0061     0.0009  0.0207
     19   0.0139  0.0062     0.0011  0.0220

