trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1081 610.00  0.00 800.00  0.71  1
  1  753 420.00  0.00 800.00 156.00  0
  2  713 400.00  0.00 800.00 21.50  0
  3  744 420.00  0.00 800.00  6.44  1
  4  693 390.00  0.00 800.00 12.90  1
  5  783 440.00  0.00 800.00 12.90  0
  6  746 420.00  0.00 800.00 10.80  1
  7  694 390.00  0.00 800.00 17.20  0
  8  746 430.00  0.00 800.00  8.60  0
  9 1419 790.00  0.00 800.00 156.00  0
 10  655 370.00  0.00 800.00  8.60  1
 11  693 390.00  0.00 800.00 12.90  1
 12  766 430.00  0.00 800.00 17.20  0
 13  675 380.00  0.00 800.00 12.90  1
 14  657 370.00  0.00 800.00 12.90  1
 15  748 420.00  0.00 800.00 17.20  0
 16  657 370.00  0.00 800.00 10.80  1
 17  657 360.00  0.00 800.00 10.80  1
 18  730 410.00  0.00 800.00 17.20  0
 19  657 370.00  0.00 800.00 17.20  0
