Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6879  2.1271    -9.1093 -2.5348
      1  -3.9010  1.1625    -5.6934 -2.3459
      2  -4.7601  0.7481    -5.7738 -3.9902
      3  -5.1527  0.5964    -5.8920 -4.7241
      4  -5.4453  0.5674    -6.1028 -5.1640
      5  -5.6230  0.6079    -6.5387 -5.3830
      6  -6.0861  1.0782    -8.4742 -5.4448
      7  -5.7715  0.6880    -6.7143 -5.4607
      8  -5.8795  0.6569    -6.8791 -5.5871
      9  -5.7843  0.4592    -6.2885 -5.5881
     10  -5.8183  0.3781    -6.2879 -5.7254
     11  -5.7886  0.2754    -6.1174 -5.7246
     12  -5.7937  0.2103    -6.1005 -5.7608
     13  -5.7960  0.1672    -6.0884 -5.7833
     14  -5.7854  0.1245    -6.0489 -5.7767
     15  -5.7868  0.1029    -6.0486 -5.7934
     16  -5.7876  0.0892    -6.0484 -5.7943
     17  -5.7858  0.0768    -6.0469 -5.7943
     18  -5.7851  0.0703    -6.0461 -5.7944
     19  -5.7844  0.0662    -6.0455 -5.7944

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1011  0.0591     0.0058  0.1898
      1   0.1008  0.0592     0.0055  0.1897
      2   0.1012  0.0592     0.0055  0.1898
      3   0.1013  0.0588     0.0061  0.1897
      4   0.1006  0.0595     0.0051  0.1898
      5   0.0983  0.0605     0.0039  0.1895
      6   0.0375  0.0366     0.0001  0.1110
      7   0.0482  0.0384     0.0010  0.1229
      8   0.0510  0.0408     0.0015  0.1311
      9   0.0600  0.0415     0.0045  0.1397
     10   0.0661  0.0425     0.0069  0.1463
     11   0.0731  0.0422     0.0119  0.1515
     12   0.0743  0.0417     0.0144  0.1521
     13   0.0750  0.0414     0.0158  0.1525
     14   0.0794  0.0410     0.0200  0.1557
     15   0.0800  0.0407     0.0213  0.1559
     16   0.0805  0.0405     0.0221  0.1562
     17   0.0814  0.0402     0.0235  0.1566
     18   0.0818  0.0400     0.0243  0.1567
     19   0.0823  0.0398     0.0252  0.1570

