Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6334  2.7208    -9.0028 -0.5090
      1  -2.3190  1.4549    -4.5832 -0.2635
      2  -1.2785  0.9498    -2.5850 -0.1502
      3  -0.6325  0.7348    -1.3409 -0.0798
      4  -0.3485  0.6387    -0.8156 -0.0504
      5  -0.2010  0.5499    -0.5585 -0.0366
      6  -0.3210  0.5375    -0.6859 -0.1613
      7  -0.6362  1.0950    -1.3771 -0.2730
      8  -0.7081  1.0386    -1.4137 -0.3210
      9  -0.6804  0.8526    -1.2229 -0.4110
     10  -1.1756  1.5239    -5.0275 -0.4949
     11  -0.9492  1.2049    -2.3495 -0.4798
     12  -0.8048  0.9607    -1.3921 -0.4631
     13  -1.0043  1.1628    -2.1093 -0.5481
     14  -0.8779  0.8967    -1.3992 -0.5470
     15  -0.7997  0.6891    -1.2609 -0.5462
     16  -0.7445  0.7974    -1.1971 -0.4413
     17  -0.6771  0.6810    -1.0531 -0.4120
     18  -0.6221  0.5804    -1.0278 -0.3881
     19  -0.6172  0.4612    -1.0253 -0.4852

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0586     0.0072  0.1899
      1   0.1027  0.0584     0.0076  0.1900
      2   0.1038  0.0579     0.0091  0.1901
      3   0.1049  0.0574     0.0103  0.1902
      4   0.1078  0.0564     0.0136  0.1906
      5   0.1111  0.0549     0.0178  0.1910
      6   0.1102  0.0556     0.0162  0.1910
      7   0.0534  0.0394     0.0002  0.1279
      8   0.0554  0.0408     0.0007  0.1330
      9   0.0618  0.0421     0.0031  0.1407
     10   0.0229  0.0184     0.0000  0.0548
     11   0.0260  0.0184     0.0001  0.0579
     12   0.0292  0.0187     0.0009  0.0611
     13   0.0224  0.0140     0.0001  0.0448
     14   0.0243  0.0137     0.0011  0.0462
     15   0.0260  0.0135     0.0029  0.0474
     16   0.0241  0.0131     0.0018  0.0450
     17   0.0258  0.0135     0.0028  0.0473
     18   0.0274  0.0140     0.0040  0.0498
     19   0.0292  0.0140     0.0064  0.0517

