Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.5382  2.1603    -6.9961 -0.3721
      1  -1.9150  1.2729    -3.8354 -0.2091
      2  -0.9002  0.8780    -1.8386 -0.1038
      3  -0.4951  0.7532    -1.0649 -0.0627
      4  -0.2479  0.7266    -0.6964 -0.0371
      5  -0.1271  0.7192    -0.4818 -0.0250
      6  -1.1166  2.2954    -7.3515 -0.0310
      7  -0.6706  1.8078    -5.7454 -0.0287
      8  -0.3980  1.3625    -2.7337 -0.0275
      9  -0.2412  1.0345    -0.7541 -0.0263
     10  -0.1499  0.7920    -0.5093 -0.0253
     11  -0.0945  0.6048    -0.4364 -0.0246
     12  -0.0636  0.4906    -0.3193 -0.0240
     13  -0.0413  0.3670    -0.2697 -0.0237
     14  -0.0282  0.2748    -0.2660 -0.0235
     15  -0.0251  0.2691    -0.2635 -0.0234
     16  -0.0189  0.1908    -0.2628 -0.0234
     17  -0.0164  0.1705    -0.2615 -0.0233
     18  -0.0189  0.2135    -0.2615 -0.0233
     19  -0.0150  0.1570    -0.2608 -0.0232

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1004  0.0592     0.0056  0.1897
      1   0.1016  0.0589     0.0064  0.1898
      2   0.1017  0.0588     0.0065  0.1898
      3   0.1035  0.0582     0.0084  0.1901
      4   0.1046  0.0578     0.0095  0.1902
      5   0.1062  0.0569     0.0110  0.1903
      6   0.0212  0.0212     0.0000  0.0593
      7   0.0241  0.0211     0.0000  0.0614
      8   0.0258  0.0208     0.0001  0.0627
      9   0.0284  0.0208     0.0005  0.0652
     10   0.0311  0.0209     0.0020  0.0678
     11   0.0337  0.0211     0.0038  0.0706
     12   0.0370  0.0219     0.0060  0.0752
     13   0.0392  0.0220     0.0079  0.0775
     14   0.0414  0.0221     0.0094  0.0798
     15   0.0419  0.0222     0.0096  0.0806
     16   0.0422  0.0221     0.0103  0.0808
     17   0.0443  0.0231     0.0112  0.0847
     18   0.0384  0.0193     0.0094  0.0713
     19   0.0398  0.0192     0.0107  0.0727

