Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6114  2.7302    -9.0002 -0.4844
      1  -2.3160  1.4684    -4.6060 -0.2509
      2  -1.1479  0.9233    -2.3419 -0.1307
      3  -1.7935  0.7021    -2.5189 -1.3294
      4  -2.0716  0.6467    -2.6961 -1.7381
      5  -1.8965  0.5756    -2.3285 -1.6375
      6  -1.8406  0.4410    -2.1092 -1.6328
      7  -1.8211  0.3316    -2.1032 -1.6381
      8  -1.8125  0.2564    -2.1004 -1.6430
      9  -1.5017  0.8713    -2.0825 -0.7061
     10  -1.3164  1.3150    -3.6080 -0.2847
     11  -1.3268  1.0883    -2.1324 -0.4840
     12  -1.3315  0.8806    -2.0007 -0.6892
     13  -1.3531  0.7192    -1.9555 -0.8665
     14  -1.3758  0.5895    -1.9417 -1.0254
     15  -1.2765  0.6860    -1.8287 -0.8634
     16  -1.2819  0.5556    -1.8206 -0.9592
     17  -1.2287  0.4606    -1.7483 -0.9370
     18  -1.1608  0.4419    -1.5899 -0.8770
     19  -1.1093  0.3954    -1.5606 -0.8501

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1017  0.0587     0.0069  0.1898
      2   0.1019  0.0586     0.0073  0.1898
      3   0.1009  0.0591     0.0058  0.1897
      4   0.1001  0.0592     0.0054  0.1896
      5   0.1016  0.0581     0.0071  0.1896
      6   0.1103  0.0563     0.0130  0.1911
      7   0.1142  0.0544     0.0185  0.1915
      8   0.1169  0.0530     0.0229  0.1918
      9   0.0283  0.0204     0.0007  0.0639
     10   0.0141  0.0100     0.0001  0.0302
     11   0.0161  0.0104     0.0001  0.0326
     12   0.0179  0.0106     0.0005  0.0341
     13   0.0196  0.0108     0.0012  0.0363
     14   0.0211  0.0110     0.0020  0.0383
     15   0.0191  0.0102     0.0013  0.0343
     16   0.0204  0.0102     0.0021  0.0358
     17   0.0216  0.0104     0.0029  0.0378
     18   0.0220  0.0107     0.0030  0.0387
     19   0.0230  0.0111     0.0035  0.0402

