Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.7113  1.6890    -5.3607 -0.2900
      1  -4.0973  0.9614    -5.4853 -2.9504
      2  -3.4474  0.7117    -4.2745 -2.8416
      3  -3.0479  0.6909    -3.6499 -2.6064
      4  -2.8691  0.7042    -3.3643 -2.2539
      5  -2.9439  0.5094    -3.3522 -2.8397
      6  -2.9062  0.3897    -3.1602 -2.8570
      7  -2.9094  0.2752    -3.1590 -2.9057
      8  -2.8990  0.2034    -3.1537 -2.9061
      9  -2.8993  0.1469    -3.1534 -2.9079
     10  -2.8993  0.1091    -3.1532 -2.9090
     11  -2.9031  0.0789    -3.1532 -2.9134
     12  -2.9012  0.0571    -3.1519 -2.9134
     13  -2.9020  0.0415    -3.1518 -2.9144
     14  -2.9015  0.0301    -3.1514 -2.9144
     15  -2.9017  0.0219    -3.1514 -2.9146
     16  -2.9016  0.0159    -3.1513 -2.9146
     17  -2.9015  0.0118    -3.1513 -2.9146
     18  -2.9015  0.0088    -3.1513 -2.9147
     19  -2.9016  0.0092    -3.1513 -2.9147

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1006  0.0593     0.0046  0.1897
      1   0.1000  0.0595     0.0041  0.1896
      2   0.0997  0.0595     0.0041  0.1895
      3   0.0969  0.0602     0.0025  0.1890
      4   0.0957  0.0609     0.0021  0.1890
      5   0.1098  0.0575     0.0083  0.1912
      6   0.1184  0.0544     0.0166  0.1923
      7   0.1219  0.0518     0.0267  0.1925
      8   0.1265  0.0494     0.0351  0.1930
      9   0.1277  0.0483     0.0389  0.1931
     10   0.1285  0.0476     0.0415  0.1931
     11   0.1324  0.0456     0.0481  0.1936
     12   0.1353  0.0440     0.0535  0.1938
     13   0.1383  0.0425     0.0588  0.1942
     14   0.1409  0.0411     0.0634  0.1945
     15   0.1434  0.0399     0.0677  0.1948
     16   0.1457  0.0387     0.0716  0.1950
     17   0.1478  0.0377     0.0753  0.1953
     18   0.1498  0.0367     0.0786  0.1955
     19   0.1485  0.0370     0.0772  0.1953

