Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.1543  1.4495    -4.3443 -0.2299
      1  -1.1979  1.0664    -2.3646 -0.1317
      2  -1.6965  0.8384    -2.4856 -1.0893
      3  -1.4046  0.7388    -1.9435 -1.0618
      4  -1.5295  0.6286    -1.9946 -1.3255
      5  -1.6664  0.6068    -2.0781 -1.4715
      6  -2.0521  1.1279    -4.0456 -1.5920
      7  -2.1092  1.0365    -3.7305 -1.6575
      8  -1.9634  0.8078    -2.4698 -1.6527
      9  -1.9488  0.6524    -2.3609 -1.7803
     10  -1.8910  0.4945    -2.1827 -1.7733
     11  -1.9145  0.5012    -2.2749 -1.8576
     12  -1.8837  0.3620    -2.1788 -1.8579
     13  -1.8772  0.2766    -2.1642 -1.8613
     14  -1.8612  0.2068    -2.1059 -1.8610
     15  -1.9425  0.5179    -2.3356 -1.8607
     16  -2.1269  0.8379    -2.6467 -1.8661
     17  -2.0564  0.8048    -2.4964 -1.8597
     18  -1.9911  0.5996    -2.3601 -1.8608
     19  -1.9386  0.5089    -2.3293 -1.8588

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0592     0.0034  0.1899
      1   0.1027  0.0586     0.0051  0.1900
      2   0.1030  0.0586     0.0054  0.1900
      3   0.1048  0.0579     0.0082  0.1903
      4   0.1078  0.0566     0.0120  0.1906
      5   0.1069  0.0569     0.0114  0.1905
      6   0.0489  0.0387     0.0001  0.1225
      7   0.0512  0.0403     0.0001  0.1288
      8   0.0595  0.0406     0.0017  0.1365
      9   0.0656  0.0415     0.0058  0.1432
     10   0.0719  0.0410     0.0122  0.1480
     11   0.0721  0.0413     0.0113  0.1486
     12   0.0748  0.0404     0.0163  0.1500
     13   0.0786  0.0402     0.0200  0.1529
     14   0.0836  0.0397     0.0245  0.1568
     15   0.0466  0.0242     0.0088  0.0874
     16   0.0308  0.0171     0.0004  0.0578
     17   0.0322  0.0173     0.0010  0.0595
     18   0.0340  0.0166     0.0057  0.0604
     19   0.0363  0.0169     0.0079  0.0628

