Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.4945  1.5925    -4.9234 -0.2670
      1  -3.7625  0.9531    -5.0792 -2.6898
      2  -4.2921  0.7319    -5.2088 -3.7013
      3  -4.7089  0.7154    -5.5920 -4.2999
      4  -4.8977  0.7424    -6.1118 -4.5676
      5  -5.3103  1.0952    -8.0227 -4.7493
      6  -6.2012  1.5592    -9.0236 -4.5525
      7  -5.5358  1.1097    -7.6295 -4.5921
      8  -5.2942  0.8547    -6.5211 -4.6929
      9  -5.1851  0.6866    -5.9968 -4.7494
     10  -5.3039  0.6632    -6.0937 -4.9343
     11  -5.2510  0.5320    -5.8299 -4.9676
     12  -5.3755  0.7136    -6.1455 -5.0047
     13  -5.4667  1.3679    -7.5574 -2.4052
     14  -5.5514  1.0768    -6.9855 -4.1177
     15  -5.6012  0.8500    -6.7563 -4.9690
     16  -5.5645  0.6827    -6.4762 -5.0463
     17  -5.5376  0.5588    -6.2977 -5.0712
     18  -5.5080  0.4680    -6.2009 -5.0774
     19  -5.5508  0.4019    -6.2129 -5.1997

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0999  0.0596     0.0038  0.1896
      1   0.0992  0.0598     0.0033  0.1895
      2   0.0996  0.0595     0.0040  0.1895
      3   0.0959  0.0602     0.0024  0.1887
      4   0.0940  0.0601     0.0024  0.1880
      5   0.0592  0.0534     0.0001  0.1662
      6   0.0143  0.0135     0.0000  0.0383
      7   0.0189  0.0159     0.0001  0.0467
      8   0.0229  0.0173     0.0001  0.0529
      9   0.0263  0.0182     0.0002  0.0577
     10   0.0264  0.0180     0.0004  0.0573
     11   0.0293  0.0185     0.0018  0.0609
     12   0.0218  0.0140     0.0001  0.0448
     13   0.0097  0.0077     0.0000  0.0204
     14   0.0109  0.0073     0.0000  0.0207
     15   0.0116  0.0070     0.0001  0.0212
     16   0.0126  0.0071     0.0002  0.0227
     17   0.0135  0.0071     0.0006  0.0238
     18   0.0143  0.0072     0.0009  0.0248
     19   0.0152  0.0073     0.0012  0.0257

