Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.0159  2.5021    -9.0412 -1.2455
      1  -2.9714  1.3814    -5.1329 -1.0283
      2  -1.9314  0.8856    -3.1305 -0.8950
      3  -2.4282  0.6515    -3.2072 -1.8686
      4  -2.7019  0.5410    -3.3443 -2.3806
      5  -2.5206  0.4230    -2.9279 -2.2889
      6  -2.3834  0.3966    -2.7809 -2.1814
      7  -2.4050  0.2984    -2.7812 -2.3799
      8  -2.3787  0.2212    -2.6319 -2.3795
      9  -2.3835  0.1633    -2.6317 -2.3864
     10  -2.3763  0.1368    -2.6270 -2.3856
     11  -2.3718  0.1581    -2.6262 -2.3816
     12  -2.3699  0.1198    -2.6256 -2.3819
     13  -2.3687  0.0965    -2.6254 -2.3818
     14  -2.3703  0.0717    -2.6254 -2.3833
     15  -2.3713  0.0554    -2.6254 -2.3843
     16  -2.3697  0.0541    -2.6253 -2.3830
     17  -2.3706  0.0451    -2.6253 -2.3839
     18  -2.3719  0.0369    -2.6254 -2.3852
     19  -2.3750  0.0200    -2.6255 -2.3882

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0588     0.0067  0.1899
      1   0.1018  0.0588     0.0068  0.1899
      2   0.1022  0.0586     0.0075  0.1899
      3   0.1020  0.0584     0.0077  0.1898
      4   0.1027  0.0582     0.0084  0.1899
      5   0.1072  0.0568     0.0123  0.1906
      6   0.1064  0.0568     0.0126  0.1904
      7   0.1152  0.0541     0.0201  0.1917
      8   0.1226  0.0514     0.0280  0.1926
      9   0.1279  0.0487     0.0371  0.1932
     10   0.1333  0.0470     0.0436  0.1940
     11   0.1273  0.0485     0.0368  0.1929
     12   0.1307  0.0469     0.0425  0.1933
     13   0.1347  0.0456     0.0473  0.1939
     14   0.1355  0.0447     0.0503  0.1939
     15   0.1360  0.0442     0.0523  0.1940
     16   0.1390  0.0437     0.0543  0.1945
     17   0.1394  0.0432     0.0560  0.1945
     18   0.1401  0.0426     0.0583  0.1946
     19   0.1432  0.0406     0.0652  0.1949

