Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6107  2.7305    -9.0001 -0.4837
      1  -2.4421  1.5350    -4.8505 -0.2634
      2  -1.2658  0.9540    -2.5845 -0.1434
      3  -0.6243  0.7300    -1.3411 -0.0773
      4  -0.3438  0.6299    -0.8240 -0.0495
      5  -0.1399  0.7195    -0.5214 -0.0256
      6  -0.4949  1.5749    -4.4296 -0.0269
      7  -0.2922  1.2166    -1.1583 -0.0255
      8  -0.1723  0.9317    -0.4760 -0.0245
      9  -0.1014  0.7040    -0.2868 -0.0239
     10  -0.1249  0.8090    -0.2718 -0.0238
     11  -0.0720  0.5942    -0.2666 -0.0236
     12  -0.0877  0.6733    -0.2667 -0.0236
     13  -0.0521  0.4962    -0.2636 -0.0234
     14  -0.0327  0.3636    -0.2619 -0.0233
     15  -0.0225  0.2695    -0.2609 -0.0233
     16  -0.0168  0.1992    -0.2604 -0.0232
     17  -0.0480  0.4717    -0.2632 -0.0234
     18  -0.2752  1.2288    -1.1620 -0.0244
     19  -0.1515  0.8927    -0.3591 -0.0240

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1016  0.0587     0.0068  0.1898
      2   0.1022  0.0585     0.0076  0.1899
      3   0.1025  0.0583     0.0083  0.1899
      4   0.1048  0.0575     0.0106  0.1903
      5   0.1023  0.0581     0.0086  0.1898
      6   0.0435  0.0380     0.0001  0.1170
      7   0.0492  0.0380     0.0001  0.1221
      8   0.0546  0.0380     0.0032  0.1270
      9   0.0594  0.0379     0.0079  0.1311
     10   0.0527  0.0338     0.0060  0.1150
     11   0.0556  0.0334     0.0095  0.1171
     12   0.0502  0.0301     0.0082  0.1043
     13   0.0528  0.0298     0.0110  0.1067
     14   0.0553  0.0297     0.0140  0.1088
     15   0.0579  0.0297     0.0160  0.1113
     16   0.0603  0.0297     0.0181  0.1139
     17   0.0378  0.0177     0.0093  0.0670
     18   0.0216  0.0117     0.0001  0.0391
     19   0.0223  0.0113     0.0015  0.0393

