Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.7110  2.8331    -8.5590 -0.0957
      1  -2.0494  2.5541    -8.1165 -0.0767
      2  -1.5096  2.1590    -7.2432 -0.0664
      3  -2.1428  2.1739    -7.6945 -0.3267
      4  -1.7642  1.7998    -6.4383 -0.3162
      5  -2.4694  1.8838    -7.2999 -0.6663
      6  -2.2138  1.5724    -5.8736 -0.6886
      7  -3.0568  1.7655    -7.3242 -1.0816
      8  -2.8647  1.5041    -6.1178 -1.1590
      9  -3.6204  1.6380    -7.2545 -1.5697
     10  -3.5328  1.4580    -6.5315 -1.7390
     11  -3.4802  1.3339    -6.0928 -1.8474
     12  -3.0620  1.0742    -4.8422 -1.7033
     13  -3.4459  1.0432    -5.2287 -2.1922
     14  -3.7883  1.0374    -5.6340 -2.6158
     15  -3.5473  0.8818    -4.9360 -2.5201
     16  -3.3710  0.7850    -4.5237 -2.4405
     17  -3.5253  0.7252    -4.6404 -2.7023
     18  -3.6933  0.7027    -4.7804 -2.9419
     19  -3.5768  0.6255    -4.5358 -2.9043

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0176  0.0309     0.0000  0.0816
      1   0.0237  0.0338     0.0000  0.0938
      2   0.0287  0.0352     0.0000  0.1015
      3   0.0138  0.0162     0.0000  0.0429
      4   0.0160  0.0165     0.0000  0.0456
      5   0.0093  0.0085     0.0000  0.0225
      6   0.0104  0.0083     0.0000  0.0237
      7   0.0067  0.0046     0.0000  0.0123
      8   0.0074  0.0043     0.0000  0.0127
      9   0.0061  0.0034     0.0000  0.0081
     10   0.0067  0.0030     0.0000  0.0087
     11   0.0071  0.0026     0.0001  0.0090
     12   0.0073  0.0027     0.0001  0.0103
     13   0.0072  0.0026     0.0001  0.0097
     14   0.0071  0.0025     0.0001  0.0087
     15   0.0073  0.0026     0.0002  0.0100
     16   0.0075  0.0027     0.0002  0.0107
     17   0.0077  0.0028     0.0003  0.0113
     18   0.0077  0.0028     0.0003  0.0113
     19   0.0079  0.0030     0.0003  0.0119

