Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.3412  1.5187    -4.6605 -0.2506
      1  -1.1911  1.0626    -2.3585 -0.1311
      2  -0.5841  0.9904    -1.2848 -0.0653
      3  -0.3281  0.9968    -0.7864 -0.0376
      4  -0.2070  0.9969    -0.5271 -0.0253
      5  -0.1216  0.7169    -0.4617 -0.0249
      6  -1.2217  2.4046    -7.5755 -0.0307
      7  -0.7306  1.9152    -6.1908 -0.0281
      8  -0.4242  1.4524    -3.5225 -0.0268
      9  -0.2508  1.1004    -0.7291 -0.0257
     10  -0.1507  0.8270    -0.4853 -0.0249
     11  -0.0937  0.6310    -0.3981 -0.0243
     12  -0.0597  0.4528    -0.3492 -0.0241
     13  -0.0415  0.3731    -0.2694 -0.0237
     14  -0.0283  0.2789    -0.2658 -0.0235
     15  -0.0205  0.2096    -0.2633 -0.0234
     16  -0.0166  0.1490    -0.2629 -0.0234
     17  -0.0197  0.2127    -0.2623 -0.0233
     18  -0.0156  0.1589    -0.2614 -0.0233
     19  -0.0134  0.1126    -0.2611 -0.0233

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0591     0.0042  0.1898
      1   0.1020  0.0589     0.0049  0.1899
      2   0.1015  0.0589     0.0044  0.1898
      3   0.1033  0.0586     0.0050  0.1901
      4   0.1050  0.0578     0.0064  0.1902
      5   0.1083  0.0558     0.0151  0.1905
      6   0.0227  0.0222     0.0000  0.0616
      7   0.0261  0.0219     0.0000  0.0643
      8   0.0282  0.0214     0.0001  0.0658
      9   0.0309  0.0212     0.0003  0.0679
     10   0.0332  0.0210     0.0028  0.0699
     11   0.0358  0.0212     0.0059  0.0728
     12   0.0367  0.0209     0.0076  0.0733
     13   0.0397  0.0219     0.0087  0.0781
     14   0.0418  0.0220     0.0102  0.0803
     15   0.0439  0.0222     0.0120  0.0825
     16   0.0442  0.0221     0.0127  0.0826
     17   0.0359  0.0168     0.0097  0.0641
     18   0.0374  0.0169     0.0110  0.0658
     19   0.0375  0.0168     0.0114  0.0658

