trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  658 370.00  0.00 800.00 17.20  0
  1  742 420.00  0.00 800.00  3.00  1
  2  655 370.00  0.00 800.00  8.60  0
  3  654 370.00  0.00 800.00  6.44  1
  4  655 370.00  0.00 800.00  6.44  1
  5  655 350.00  0.00 800.00 10.80  0
  6  762 430.00  0.00 800.00  6.44  1
  7  744 420.00  0.00 800.00  6.44  1
  8  726 410.00  0.00 800.00  6.44  1
  9  710 400.00  0.00 800.00 10.80  1
 10 1420 790.00  0.00 800.00 260.00  0
 11  748 420.00  0.00 800.00 17.20  0
 12  801 450.00  0.00 800.00 12.90  0
 13  764 430.00  0.00 800.00 10.80  0
 14  710 400.00  0.00 800.00 10.80  0
 15  799 450.00  0.00 800.00  8.60  1
 16  927 520.00  0.00 800.00 12.90  0
 17  763 430.00  0.00 800.00  8.60  1
 18  873 490.00  0.00 800.00 12.90  0
 19  691 390.00  0.00 800.00  8.60  1
