Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9030  2.0054    -9.1309 -2.9455
      1  -7.5454  1.1729    -6.0926 -6.1276
      2  -8.3154  0.8741    -3.2958 -7.5821
      3  -8.6989  0.7732    -1.8523 -8.1915
      4  -8.3963  0.8554    -7.6051 -7.9118
      5  -8.4681  0.6559    -7.7419 -8.1323
      6  -8.5434  0.5677    -6.7418 -8.2435
      7  -8.4001  0.7319    -9.2008 -8.0683
      8  -8.5314  1.0443    -3.1801 -7.9637
      9  -8.0040  1.6891    -4.5527 -3.6780
     10  -4.7583  2.7417    -9.0418 -0.5167
     11  -4.6788  2.7322    -9.0183 -0.5012
     12  -4.7199  2.7314    -9.0270 -0.5112
     13  -4.7611  2.7316    -9.0362 -0.5207
     14  -4.8021  2.7315    -9.0451 -0.5305
     15  -4.8436  2.7274    -9.0525 -0.5429
     16  -4.8876  2.7255    -9.0612 -0.5546
     17  -4.9352  2.7254    -9.0713 -0.5665
     18  -4.9887  2.7223    -9.0816 -0.5824
     19  -5.0572  2.7242    -9.0965 -0.5992

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0590     0.0059  0.1898
      1   0.1016  0.0588     0.0064  0.1898
      2   0.1030  0.0582     0.0080  0.1900
      3   0.1056  0.0575     0.0098  0.1904
      4   0.0940  0.0587     0.0050  0.1879
      5   0.1010  0.0567     0.0112  0.1890
      6   0.1078  0.0560     0.0154  0.1907
      7   0.0909  0.0560     0.0080  0.1851
      8   0.0574  0.0420     0.0009  0.1393
      9   0.0269  0.0234     0.0000  0.0687
     10   0.0002  0.0007     0.0000  0.0001
     11   0.0001  0.0001     0.0000  0.0001
     12   0.0001  0.0001     0.0000  0.0001
     13   0.0001  0.0001     0.0000  0.0001
     14   0.0001  0.0002     0.0000  0.0001
     15   0.0001  0.0003     0.0000  0.0001
     16   0.0001  0.0004     0.0000  0.0001
     17   0.0001  0.0005     0.0000  0.0001
     18   0.0002  0.0007     0.0000  0.0001
     19   0.0002  0.0009     0.0000  0.0001

