Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.1433  2.5302    -8.4672 -0.4293
      1  -2.1625  1.3922    -4.3199 -0.2346
      2  -3.3114  0.8255    -4.4375 -2.4130
      3  -3.8588  0.6367    -4.5619 -3.4303
      4  -3.5649  0.5069    -4.0699 -3.2543
      5  -3.7209  0.4781    -4.1748 -3.5154
      6  -3.6776  0.3494    -3.9495 -3.5177
      7  -3.6974  0.2591    -3.9490 -3.6945
      8  -3.6991  0.1925    -3.9481 -3.6991
      9  -3.6903  0.1360    -3.9424 -3.6992
     10  -3.6927  0.1004    -3.9422 -3.7023
     11  -3.6917  0.0732    -3.9419 -3.7024
     12  -3.6899  0.0530    -3.9404 -3.7024
     13  -3.6897  0.0398    -3.9403 -3.7024
     14  -3.6895  0.0309    -3.9401 -3.7024
     15  -3.6895  0.0255    -3.9401 -3.7024
     16  -3.6897  0.0204    -3.9401 -3.7027
     17  -3.6901  0.0155    -3.9401 -3.7030
     18  -3.6900  0.0137    -3.9401 -3.7030
     19  -3.6899  0.0113    -3.9399 -3.7030

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1028  0.0585     0.0071  0.1900
      1   0.1018  0.0588     0.0067  0.1899
      2   0.1013  0.0591     0.0060  0.1898
      3   0.1017  0.0592     0.0058  0.1900
      4   0.1029  0.0588     0.0067  0.1902
      5   0.1041  0.0586     0.0072  0.1904
      6   0.1138  0.0556     0.0148  0.1917
      7   0.1218  0.0524     0.0245  0.1926
      8   0.1252  0.0503     0.0319  0.1929
      9   0.1298  0.0476     0.0414  0.1934
     10   0.1339  0.0455     0.0489  0.1938
     11   0.1342  0.0451     0.0498  0.1938
     12   0.1378  0.0432     0.0564  0.1942
     13   0.1380  0.0430     0.0571  0.1942
     14   0.1382  0.0428     0.0577  0.1942
     15   0.1382  0.0427     0.0579  0.1942
     16   0.1385  0.0425     0.0587  0.1943
     17   0.1392  0.0419     0.0607  0.1943
     18   0.1393  0.0418     0.0610  0.1943
     19   0.1418  0.0406     0.0650  0.1946

