trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  329 190.00  0.00 800.00  4.30  1
  1  698 390.00  0.00 800.00 104.00  0
  2  693 390.00  0.00 800.00 12.90  0
  3  707 400.00  0.00 800.00  4.30  0
  4  634 360.00  0.00 800.00  3.00  0
  5  687 390.00  0.00 800.00  2.00  0
  6  597 340.00  0.00 800.00  2.00  0
  7  615 350.00  0.00 800.00  2.00  1
  8  597 360.00  0.00 800.00  3.00  0
  9  597 350.00  0.00 800.00  3.00  0
 10  597 330.00  0.00 800.00  1.00  0
 11 1416 790.00  0.00 800.00 26.00  0
 12 1416 780.00  0.00 800.00 21.50  0
 13 1417 790.00  0.00 800.00 52.00  0
 14  885 500.00  0.00 800.00  2.00  0
 15  849 480.00  0.00 800.00  2.00  0
 16  777 440.00  0.00 800.00  2.00  0
 17  956 540.00  0.00 800.00  1.00  0
 18  920 520.00  0.00 800.00  1.00  0
 19  902 510.00  0.00 800.00  1.00  1
