Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.8195  2.6147    -9.0215 -0.8703
      1  -2.5084  1.3588    -4.6046 -0.6222
      2  -1.4722  0.8881    -2.6063 -0.4800
      3  -0.9440  0.7212    -1.6222 -0.3600
      4  -0.6579  0.6609    -1.1332 -0.2989
      5  -0.5024  0.6083    -0.8831 -0.2634
      6  -0.3596  0.7107    -0.7528 -0.1143
      7  -0.6707  1.1828    -1.5887 -0.1935
      8  -0.5501  0.8910    -0.9176 -0.1937
      9  -0.4821  0.6658    -0.7915 -0.1965
     10  -1.1547  2.2197    -7.2566 -0.0434
     11  -0.7375  1.7412    -5.5557 -0.0400
     12  -0.4849  1.3119    -2.3913 -0.0382
     13  -0.3448  0.9700    -0.9459 -0.0373
     14  -0.2636  0.7369    -0.7749 -0.0360
     15  -0.2140  0.5620    -0.7310 -0.0350
     16  -0.1809  0.4375    -0.6866 -0.0339
     17  -0.1546  0.3507    -0.6271 -0.0326
     18  -0.1324  0.2866    -0.5352 -0.0312
     19  -0.2093  0.4269    -0.7109 -0.0386

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1019  0.0586     0.0069  0.1898
      2   0.1024  0.0583     0.0079  0.1899
      3   0.1030  0.0579     0.0090  0.1899
      4   0.1044  0.0575     0.0103  0.1901
      5   0.1055  0.0569     0.0121  0.1902
      6   0.0937  0.0572     0.0087  0.1870
      7   0.0514  0.0397     0.0001  0.1273
      8   0.0559  0.0394     0.0029  0.1306
      9   0.0595  0.0391     0.0073  0.1336
     10   0.0123  0.0099     0.0000  0.0268
     11   0.0138  0.0095     0.0000  0.0274
     12   0.0147  0.0091     0.0001  0.0277
     13   0.0153  0.0088     0.0004  0.0280
     14   0.0162  0.0087     0.0009  0.0291
     15   0.0170  0.0087     0.0014  0.0301
     16   0.0178  0.0087     0.0018  0.0311
     17   0.0187  0.0088     0.0023  0.0321
     18   0.0195  0.0089     0.0030  0.0329
     19   0.0162  0.0076     0.0015  0.0270

