Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6209  2.7260    -9.0013 -0.4966
      1  -6.9127  1.4625    -8.3944 -4.8891
      2  -5.7723  0.8830    -7.0659 -4.7802
      3  -5.0941  0.6345    -5.8051 -4.5952
      4  -4.8040  0.6007    -5.4022 -4.3794
      5  -4.6075  0.6605    -5.1343 -3.8746
      6  -4.7404  0.3681    -5.1484 -4.7009
      7  -4.7217  0.2964    -4.9981 -4.7226
      8  -4.7346  0.1917    -4.9976 -4.7443
      9  -4.7439  0.1355    -4.9974 -4.7512
     10  -4.7394  0.0993    -4.9931 -4.7513
     11  -4.7423  0.0708    -4.9931 -4.7538
     12  -4.7611  0.2058    -5.1195 -4.7524
     13  -4.7463  0.1531    -4.9990 -4.7522
     14  -4.7450  0.1140    -4.9976 -4.7525
     15  -4.7464  0.0862    -4.9973 -4.7537
     16  -4.7457  0.0674    -4.9965 -4.7538
     17  -4.7463  0.0547    -4.9964 -4.7544
     18  -4.7458  0.0462    -4.9959 -4.7545
     19  -4.7460  0.0411    -4.9958 -4.7547

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0585     0.0074  0.1899
      1   0.1018  0.0586     0.0071  0.1898
      2   0.1010  0.0589     0.0063  0.1897
      3   0.1004  0.0592     0.0054  0.1896
      4   0.0992  0.0594     0.0048  0.1894
      5   0.0973  0.0606     0.0037  0.1894
      6   0.1124  0.0566     0.0118  0.1916
      7   0.1205  0.0536     0.0196  0.1926
      8   0.1224  0.0520     0.0258  0.1927
      9   0.1269  0.0494     0.0348  0.1931
     10   0.1310  0.0470     0.0430  0.1935
     11   0.1344  0.0450     0.0502  0.1938
     12   0.0846  0.0431     0.0181  0.1624
     13   0.0907  0.0422     0.0241  0.1659
     14   0.0916  0.0417     0.0267  0.1663
     15   0.0932  0.0411     0.0296  0.1670
     16   0.0937  0.0408     0.0307  0.1671
     17   0.0954  0.0403     0.0333  0.1679
     18   0.0957  0.0401     0.0343  0.1681
     19   0.0964  0.0398     0.0355  0.1683

