Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.3316  2.0426    -6.5641 -0.3516
      1  -1.6819  1.1855    -3.3614 -0.1843
      2  -2.4424  0.8187    -3.4211 -1.6283
      3  -1.9172  0.7018    -2.5548 -1.4878
      4  -2.2169  0.7417    -2.8697 -1.8874
      5  -2.1260  0.5608    -2.4362 -1.8847
      6  -2.1188  0.4139    -2.3758 -1.9354
      7  -2.1106  0.3104    -2.3742 -1.9562
      8  -2.0939  0.2277    -2.3667 -1.9555
      9  -2.0942  0.1748    -2.3663 -1.9730
     10  -2.0809  0.1531    -2.3621 -1.9442
     11  -2.0825  0.1252    -2.3621 -1.9539
     12  -2.0723  0.1203    -2.3607 -1.9312
     13  -2.0736  0.1081    -2.3607 -1.9354
     14  -2.0721  0.1029    -2.3604 -1.9332
     15  -2.0749  0.0967    -2.3606 -1.9401
     16  -2.0744  0.0952    -2.3605 -1.9392
     17  -2.0740  0.0946    -2.3604 -1.9385
     18  -2.0764  0.0916    -2.3606 -1.9444
     19  -2.0769  0.0908    -2.3606 -1.9458

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1003  0.0593     0.0052  0.1897
      1   0.1010  0.0591     0.0056  0.1897
      2   0.1009  0.0591     0.0055  0.1897
      3   0.1002  0.0594     0.0048  0.1896
      4   0.0950  0.0603     0.0025  0.1886
      5   0.1063  0.0579     0.0078  0.1906
      6   0.1110  0.0555     0.0152  0.1910
      7   0.1133  0.0541     0.0202  0.1912
      8   0.1173  0.0521     0.0268  0.1917
      9   0.1190  0.0510     0.0303  0.1918
     10   0.1231  0.0503     0.0341  0.1927
     11   0.1244  0.0494     0.0367  0.1928
     12   0.1271  0.0491     0.0389  0.1935
     13   0.1278  0.0485     0.0408  0.1935
     14   0.1300  0.0477     0.0434  0.1938
     15   0.1312  0.0469     0.0457  0.1939
     16   0.1323  0.0463     0.0476  0.1940
     17   0.1333  0.0458     0.0492  0.1941
     18   0.1343  0.0452     0.0511  0.1941
     19   0.1345  0.0450     0.0517  0.1941

