Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.6723  1.6092    -9.2078 -4.4254
      1  -5.4094  0.9501    -6.7904 -4.2843
      2  -4.7547  0.6810    -5.5419 -4.2119
      3  -4.4668  0.5884    -5.0310 -4.0310
      4  -4.3137  0.5365    -4.7729 -3.9415
      5  -4.1410  0.5753    -4.6406 -3.5906
      6  -3.7563  0.9997    -4.6017 -1.9994
      7  -3.1839  1.3716    -5.1494 -0.8805
      8  -2.5369  1.7266    -6.5511 -0.3709
      9  -2.3572  1.4776    -4.6117 -0.3662
     10  -2.7530  1.2336    -4.4173 -1.0459
     11  -2.3310  1.4331    -5.1115 -0.5877
     12  -2.2047  1.2037    -3.8506 -0.5987
     13  -2.4572  1.0355    -3.8575 -1.1652
     14  -2.1508  1.1279    -3.6304 -0.8211
     15  -2.0781  0.9515    -3.3805 -0.8350
     16  -1.7675  1.0321    -3.0957 -0.5217
     17  -1.9476  0.9134    -3.1350 -0.8881
     18  -1.9048  0.7840    -3.0551 -0.8964
     19  -2.0787  0.7114    -3.1450 -1.2262

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0592     0.0047  0.1898
      1   0.1010  0.0594     0.0041  0.1898
      2   0.1011  0.0595     0.0038  0.1899
      3   0.1026  0.0595     0.0045  0.1903
      4   0.1041  0.0593     0.0055  0.1906
      5   0.0987  0.0611     0.0037  0.1902
      6   0.0354  0.0333     0.0001  0.1006
      7   0.0129  0.0107     0.0000  0.0308
      8   0.0071  0.0046     0.0000  0.0127
      9   0.0077  0.0043     0.0000  0.0129
     10   0.0085  0.0047     0.0001  0.0137
     11   0.0071  0.0037     0.0000  0.0115
     12   0.0075  0.0033     0.0001  0.0116
     13   0.0079  0.0036     0.0001  0.0124
     14   0.0074  0.0032     0.0001  0.0114
     15   0.0077  0.0030     0.0002  0.0115
     16   0.0072  0.0025     0.0001  0.0096
     17   0.0075  0.0027     0.0002  0.0107
     18   0.0076  0.0025     0.0003  0.0108
     19   0.0078  0.0027     0.0004  0.0114

