Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.8482  2.5971    -9.0242 -0.9274
      1  -2.5384  1.3404    -4.6071 -0.6841
      2  -3.5880  0.8124    -4.7067 -2.6868
      3  -3.0591  0.6069    -3.7503 -2.6103
      4  -2.7820  0.5471    -3.3238 -2.4277
      5  -2.9447  0.4914    -3.4005 -2.7212
      6  -2.9087  0.3648    -3.3160 -2.7267
      7  -2.9319  0.2745    -3.3195 -2.9075
      8  -2.9052  0.2026    -3.1585 -2.9070
      9  -2.9010  0.1511    -3.1568 -2.9073
     10  -2.9063  0.1094    -3.1569 -2.9127
     11  -2.9795  0.3000    -3.3886 -2.9138
     12  -2.9989  0.2637    -3.3973 -2.9186
     13  -3.0076  0.2225    -3.3998 -2.9213
     14  -3.0084  0.1879    -3.3995 -2.9223
     15  -3.0096  0.1660    -3.3996 -2.9230
     16  -3.0100  0.1525    -3.3994 -2.9233
     17  -2.9925  0.1370    -3.3909 -2.9214
     18  -2.9968  0.1338    -3.3925 -2.9220
     19  -3.0008  0.1324    -3.3938 -2.9225

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0070  0.1898
      1   0.1017  0.0587     0.0069  0.1898
      2   0.1015  0.0589     0.0062  0.1898
      3   0.1015  0.0588     0.0066  0.1898
      4   0.1008  0.0589     0.0063  0.1897
      5   0.1021  0.0579     0.0079  0.1896
      6   0.1077  0.0557     0.0142  0.1903
      7   0.1157  0.0534     0.0221  0.1916
      8   0.1227  0.0508     0.0302  0.1925
      9   0.1240  0.0499     0.0337  0.1926
     10   0.1283  0.0476     0.0412  0.1931
     11   0.0716  0.0389     0.0150  0.1434
     12   0.0742  0.0393     0.0172  0.1471
     13   0.0773  0.0396     0.0202  0.1508
     14   0.0794  0.0393     0.0223  0.1523
     15   0.0811  0.0392     0.0241  0.1538
     16   0.0823  0.0390     0.0255  0.1546
     17   0.0858  0.0387     0.0290  0.1572
     18   0.0876  0.0388     0.0302  0.1588
     19   0.0891  0.0389     0.0314  0.1604

