Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6213  2.7260    -9.0014 -0.4955
      1  -6.9120  1.4634    -8.3954 -4.8879
      2  -7.9591  0.9443    -4.6602 -6.9004
      3  -7.2499  0.7068    -8.1932 -6.7601
      4  -7.5438  0.6426    -8.4785 -7.1929
      5  -7.3280  0.6040    -7.8903 -7.1141
      6  -7.3620  0.4575    -7.8785 -7.1542
      7  -7.3773  0.3589    -7.8696 -7.1752
      8  -7.3852  0.2934    -7.8614 -7.1922
      9  -7.1797  1.2776    -8.8889 -5.2450
     10  -7.1573  1.0380    -8.5383 -6.4727
     11  -7.1149  0.8407    -8.1162 -6.6360
     12  -7.0992  0.6695    -7.8678 -6.6946
     13  -7.2035  0.6113    -7.9381 -6.8783
     14  -7.3240  0.6527    -8.1372 -6.9923
     15  -7.4569  1.0594    -8.7871 -6.8463
     16  -7.4680  0.8559    -8.5710 -6.9973
     17  -7.4647  0.6907    -8.3673 -7.0838
     18  -7.4542  0.5611    -8.2063 -7.1124
     19  -7.2145  0.8685    -8.1430 -6.6893

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0586     0.0070  0.1899
      1   0.1016  0.0587     0.0068  0.1898
      2   0.1025  0.0584     0.0080  0.1899
      3   0.0996  0.0592     0.0058  0.1895
      4   0.0987  0.0590     0.0066  0.1891
      5   0.1011  0.0589     0.0060  0.1897
      6   0.1051  0.0571     0.0110  0.1901
      7   0.1075  0.0558     0.0150  0.1904
      8   0.1098  0.0546     0.0187  0.1907
      9   0.0189  0.0144     0.0001  0.0430
     10   0.0215  0.0147     0.0001  0.0458
     11   0.0241  0.0149     0.0006  0.0481
     12   0.0261  0.0149     0.0018  0.0502
     13   0.0273  0.0151     0.0025  0.0520
     14   0.0258  0.0144     0.0020  0.0486
     15   0.0165  0.0101     0.0001  0.0321
     16   0.0180  0.0100     0.0006  0.0331
     17   0.0193  0.0099     0.0013  0.0339
     18   0.0204  0.0098     0.0021  0.0345
     19   0.0145  0.0075     0.0003  0.0252

