Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.2285  1.3834    -7.1356 -5.5642
      1  -6.1010  0.9268    -7.1691 -5.3155
      2  -5.6861  0.8036    -6.4445 -5.0794
      3  -5.3557  0.9064    -6.0357 -4.0578
      4  -4.8793  1.3647    -6.1834 -1.7014
      5  -3.9610  1.9034    -7.4024 -0.6245
      6  -2.9960  2.2135    -7.9345 -0.2938
      7  -2.7039  1.9727    -6.9553 -0.2748
      8  -3.3788  1.7203    -6.9882 -0.8616
      9  -3.2638  1.5262    -5.7736 -0.9461
     10  -2.6749  1.5382    -5.5951 -0.6089
     11  -2.5565  1.3456    -4.7421 -0.6209
     12  -2.9815  1.1710    -4.8981 -1.3999
     13  -3.3757  1.0802    -5.1435 -2.0524
     14  -3.0834  1.0138    -4.6385 -1.8753
     15  -3.2822  0.9186    -4.7190 -2.2560
     16  -3.1057  0.8244    -4.3221 -2.1778
     17  -2.9617  0.7459    -4.0014 -2.1145
     18  -3.0603  0.6563    -4.0533 -2.3371
     19  -2.9648  0.5878    -3.8581 -2.2705

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0994  0.0599     0.0024  0.1896
      1   0.0969  0.0608     0.0005  0.1892
      2   0.0968  0.0605     0.0006  0.1891
      3   0.0894  0.0620     0.0001  0.1877
      4   0.0450  0.0469     0.0000  0.1433
      5   0.0097  0.0099     0.0000  0.0262
      6   0.0051  0.0041     0.0000  0.0089
      7   0.0061  0.0038     0.0000  0.0098
      8   0.0063  0.0040     0.0000  0.0109
      9   0.0070  0.0036     0.0000  0.0113
     10   0.0067  0.0033     0.0000  0.0099
     11   0.0071  0.0029     0.0001  0.0102
     12   0.0074  0.0031     0.0001  0.0111
     13   0.0074  0.0031     0.0001  0.0111
     14   0.0075  0.0032     0.0001  0.0116
     15   0.0078  0.0034     0.0001  0.0120
     16   0.0081  0.0035     0.0002  0.0126
     17   0.0084  0.0037     0.0003  0.0130
     18   0.0088  0.0039     0.0004  0.0134
     19   0.0092  0.0041     0.0004  0.0137

