Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6209  2.7260    -9.0013 -0.4966
      1  -2.3073  1.4554    -4.5797 -0.2571
      2  -3.4576  0.8572    -4.6912 -2.4432
      3  -3.9889  0.6300    -4.7390 -3.4475
      4  -3.7050  0.4663    -4.2843 -3.3909
      5  -3.8504  0.3846    -4.3603 -3.6705
      6  -3.9855  0.3668    -4.4394 -3.8019
      7  -4.2313  0.6470    -5.0510 -3.9601
      8  -4.1574  0.4290    -4.6772 -3.9629
      9  -4.2350  0.3884    -4.7117 -4.0243
     10  -4.1928  0.2864    -4.5262 -4.0181
     11  -4.1852  0.2198    -4.4769 -4.0209
     12  -4.1862  0.1786    -4.4764 -4.0274
     13  -4.0798  0.7492    -4.8429 -3.6152
     14  -4.0415  0.5866    -4.6606 -3.6932
     15  -4.0576  0.4701    -4.6360 -3.7455
     16  -4.2130  0.7208    -4.9596 -3.7607
     17  -4.1998  0.5603    -4.8719 -3.8084
     18  -4.1723  0.4488    -4.7336 -3.8255
     19  -4.1484  0.3705    -4.6981 -3.8308

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0585     0.0074  0.1899
      1   0.1024  0.0585     0.0076  0.1899
      2   0.1020  0.0587     0.0069  0.1899
      3   0.1024  0.0586     0.0072  0.1900
      4   0.1038  0.0577     0.0098  0.1900
      5   0.1065  0.0564     0.0129  0.1903
      6   0.1047  0.0563     0.0125  0.1898
      7   0.0564  0.0420     0.0021  0.1379
      8   0.0609  0.0414     0.0061  0.1412
      9   0.0641  0.0428     0.0072  0.1473
     10   0.0713  0.0431     0.0112  0.1535
     11   0.0729  0.0426     0.0142  0.1544
     12   0.0737  0.0424     0.0154  0.1547
     13   0.0186  0.0114     0.0001  0.0362
     14   0.0200  0.0112     0.0008  0.0375
     15   0.0214  0.0111     0.0018  0.0388
     16   0.0153  0.0085     0.0001  0.0270
     17   0.0157  0.0082     0.0006  0.0272
     18   0.0166  0.0081     0.0012  0.0276
     19   0.0174  0.0080     0.0017  0.0286

