Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.4698  1.2948    -2.9552 -0.1541
      1  -0.7939  1.2119    -2.0558 -0.0798
      2  -0.4976  1.1312    -1.2004 -0.0508
      3  -0.3204  1.0048    -0.7387 -0.0369
      4  -0.4401  0.9970    -0.7870 -0.1453
      5  -0.3892  0.7682    -0.7360 -0.2779
      6  -0.3263  0.5744    -0.5324 -0.2774
      7  -0.3015  0.4170    -0.5306 -0.2792
      8  -0.2888  0.3027    -0.5296 -0.2805
      9  -0.2821  0.2209    -0.5290 -0.2811
     10  -0.4254  0.6520    -0.7907 -0.2844
     11  -0.3939  0.4860    -0.7831 -0.2859
     12  -0.3774  0.3679    -0.7786 -0.2872
     13  -0.3552  0.2764    -0.7625 -0.2865
     14  -0.3423  0.2136    -0.7525 -0.2861
     15  -0.3369  0.1724    -0.7482 -0.2861
     16  -0.3364  0.1493    -0.7480 -0.2867
     17  -0.3294  0.1314    -0.7409 -0.2863
     18  -0.3304  0.1231    -0.7413 -0.2873
     19  -0.3250  0.1149    -0.7352 -0.2870

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0980  0.0608     0.0001  0.1895
      1   0.0981  0.0607     0.0001  0.1894
      2   0.1010  0.0598     0.0003  0.1899
      3   0.1049  0.0582     0.0056  0.1903
      4   0.1042  0.0589     0.0044  0.1904
      5   0.1131  0.0562     0.0130  0.1916
      6   0.1214  0.0528     0.0234  0.1926
      7   0.1234  0.0512     0.0293  0.1927
      8   0.1248  0.0500     0.0333  0.1928
      9   0.1256  0.0494     0.0355  0.1929
     10   0.0603  0.0364     0.0090  0.1274
     11   0.0617  0.0360     0.0114  0.1282
     12   0.0628  0.0356     0.0135  0.1289
     13   0.0652  0.0352     0.0162  0.1305
     14   0.0670  0.0349     0.0185  0.1319
     15   0.0679  0.0347     0.0200  0.1325
     16   0.0683  0.0346     0.0209  0.1328
     17   0.0699  0.0344     0.0222  0.1341
     18   0.0706  0.0343     0.0231  0.1347
     19   0.0719  0.0342     0.0243  0.1357

