trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  696 390.00  0.00 800.00 26.00  0
  1  707 400.00  0.00 800.00  4.30  0
  2  705 400.00  0.00 800.00  2.00  0
  3  597 340.00  0.00 800.00  2.00  0
  4  758 430.00  0.00 800.00  1.00  0
  5  758 430.00  0.00 800.00  2.00  0
  6  758 450.00  0.00 800.00  2.00  0
  7  758 450.00  0.00 800.00  0.71  1
  8  758 430.00  0.00 800.00  0.71  1
  9  758 420.00  0.00 800.00  0.71  1
 10  758 430.00  0.00 800.00  2.00  0
 11  758 450.00  0.00 800.00  2.00  0
 12  758 440.00  0.00 800.00  2.00  0
 13  758 440.00  0.00 800.00  0.71  1
 14  758 440.00  0.00 800.00  2.00  0
 15  758 410.00  0.00 800.00  0.71  1
 16  758 430.00  0.00 800.00  2.00  0
 17  758 440.00  0.00 800.00  2.00  0
 18  758 420.00  0.00 800.00  0.71  1
 19  758 440.00  0.00 800.00  0.71  1
