Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.5760  1.6256    -5.0977 -0.2758
      1  -1.4225  1.0948    -2.8505 -0.1568
      2  -0.7836  0.8802    -1.6004 -0.0909
      3  -0.4084  0.8190    -0.9890 -0.0516
      4  -0.2412  0.7262    -0.6505 -0.0367
      5  -0.1239  0.7168    -0.4713 -0.0249
      6  -0.0791  0.5124    -0.4326 -0.0247
      7  -0.0558  0.3663    -0.4083 -0.0246
      8  -0.0440  0.2635    -0.3941 -0.0245
      9  -0.2439  1.1043    -0.6363 -0.0253
     10  -0.1444  0.8217    -0.4635 -0.0247
     11  -0.0885  0.6132    -0.3834 -0.0242
     12  -0.0563  0.4605    -0.2787 -0.0239
     13  -0.0372  0.3464    -0.2684 -0.0236
     14  -0.0271  0.2466    -0.2674 -0.0236
     15  -0.0219  0.1765    -0.2668 -0.0236
     16  -0.0171  0.1332    -0.2641 -0.0234
     17  -0.0155  0.1439    -0.2620 -0.0233
     18  -0.0132  0.1065    -0.2612 -0.0233
     19  -0.0137  0.1312    -0.2608 -0.0232

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1005  0.0595     0.0042  0.1897
      1   0.1011  0.0592     0.0052  0.1898
      2   0.1017  0.0588     0.0064  0.1898
      3   0.1019  0.0584     0.0074  0.1898
      4   0.1061  0.0572     0.0109  0.1904
      5   0.1071  0.0565     0.0124  0.1904
      6   0.1092  0.0551     0.0174  0.1906
      7   0.1107  0.0541     0.0209  0.1908
      8   0.1117  0.0535     0.0228  0.1908
      9   0.0317  0.0212     0.0004  0.0685
     10   0.0337  0.0209     0.0036  0.0702
     11   0.0358  0.0209     0.0071  0.0723
     12   0.0379  0.0210     0.0084  0.0745
     13   0.0400  0.0211     0.0098  0.0767
     14   0.0403  0.0210     0.0104  0.0769
     15   0.0406  0.0209     0.0109  0.0771
     16   0.0426  0.0212     0.0125  0.0797
     17   0.0404  0.0197     0.0117  0.0745
     18   0.0419  0.0199     0.0134  0.0759
     19   0.0375  0.0170     0.0115  0.0662

