trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  780 440.00  0.00 800.00  6.44  1
  1  754 420.00  0.00 800.00 260.00  1
  2 1115 620.00  0.00 800.00 520.00  0
  3  881 490.00  0.00 800.00 520.00  1
  4  971 540.00  0.00 800.00 520.00  1
  5 1043 580.00  0.00 800.00 520.00  0
  6 1061 590.00  0.00 800.00 520.00  1
  7 1043 580.00  0.00 800.00 260.00  1
  8 1043 560.00  0.00 800.00 260.00  1
  9 1043 590.00  0.00 800.00 260.00  0
 10   14  10.00  0.00 800.00 104.00  1
 11 1241 690.00  0.00 800.00 520.00  1
 12   13  10.00  0.00 800.00 52.00  1
 13   13  10.00  0.00 800.00 26.00  1
 14 1349 750.00  0.00 800.00 520.00  1
 15   13  20.00  0.00 800.00 104.00  1
 16   12  10.00  0.00 800.00 26.00  1
 17 1421 790.00  0.00 800.00 520.00  1
 18   12  10.00  0.00 800.00 52.00  1
 19   12  10.00  0.00 800.00 21.50  1
