Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.2375  2.3760    -9.0635 -1.6706
      1  -3.1973  1.2652    -5.1576 -1.4590
      2  -4.1196  0.8023    -5.2424 -3.2181
      3  -4.6523  0.6124    -5.4077 -4.2220
      4  -4.9317  0.5838    -5.6085 -4.6079
      5  -4.7410  0.4387    -5.2099 -4.5224
      6  -4.9892  0.9425    -6.4839 -4.2487
      7  -4.9176  0.6942    -5.5268 -4.4860
      8  -4.7623  0.8310    -5.5239 -4.0313
      9  -4.8154  0.6572    -5.4353 -4.4880
     10  -4.7421  0.5942    -5.2487 -4.4552
     11  -4.7533  0.4472    -5.2343 -4.5199
     12  -4.7211  0.3680    -5.1588 -4.5177
     13  -4.5830  0.6497    -5.1567 -4.1228
     14  -4.6167  0.5110    -5.1192 -4.2951
     15  -4.6723  0.4501    -5.1474 -4.4809
     16  -4.7067  0.3752    -5.1533 -4.5137
     17  -4.6751  0.3425    -5.0041 -4.5019
     18  -4.7107  0.2937    -5.0331 -4.5402
     19  -4.7485  0.3585    -5.1825 -4.5961

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0588     0.0065  0.1898
      1   0.1012  0.0589     0.0063  0.1897
      2   0.1014  0.0590     0.0061  0.1898
      3   0.1011  0.0591     0.0058  0.1898
      4   0.0995  0.0592     0.0051  0.1894
      5   0.1017  0.0577     0.0079  0.1894
      6   0.0455  0.0425     0.0001  0.1323
      7   0.0525  0.0430     0.0001  0.1390
      8   0.0333  0.0266     0.0001  0.0812
      9   0.0378  0.0269     0.0001  0.0856
     10   0.0399  0.0274     0.0009  0.0884
     11   0.0415  0.0269     0.0035  0.0893
     12   0.0452  0.0278     0.0059  0.0945
     13   0.0236  0.0148     0.0002  0.0477
     14   0.0257  0.0147     0.0016  0.0496
     15   0.0279  0.0154     0.0026  0.0532
     16   0.0302  0.0158     0.0042  0.0556
     17   0.0313  0.0160     0.0054  0.0575
     18   0.0336  0.0166     0.0071  0.0607
     19   0.0300  0.0153     0.0043  0.0545

