Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.0805  1.5265    -4.2214 -0.2173
      1  -3.1297  1.1826    -5.3944 -2.1298
      2  -3.7842  1.2112    -6.9777 -3.0456
      3  -3.3319  0.6908    -3.8756 -2.9492
      4  -3.1775  0.6429    -3.6287 -2.8281
      5  -3.0165  1.0947    -4.7808 -1.9084
      6  -3.0701  0.8633    -3.7217 -2.6086
      7  -2.9676  0.7806    -3.4175 -2.5319
      8  -2.9073  0.9359    -3.5749 -2.1766
      9  -2.9280  0.7303    -3.3456 -2.6022
     10  -2.9401  0.5856    -3.2960 -2.7250
     11  -2.9340  0.4489    -3.2502 -2.8633
     12  -2.9111  0.3386    -3.1594 -2.8746
     13  -2.9122  0.2569    -3.1586 -2.9084
     14  -2.9040  0.2614    -3.1548 -2.9040
     15  -2.8959  0.2465    -3.1529 -2.8620
     16  -2.8948  0.1813    -3.1524 -2.9023
     17  -2.8876  0.1732    -3.1514 -2.8266
     18  -2.8976  0.1299    -3.1518 -2.9080
     19  -2.9005  0.0958    -3.1518 -2.9119

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0977  0.0605     0.0020  0.1894
      1   0.0951  0.0612     0.0014  0.1889
      2   0.0903  0.0623     0.0007  0.1882
      3   0.1015  0.0596     0.0025  0.1899
      4   0.0999  0.0592     0.0032  0.1894
      5   0.0458  0.0411     0.0000  0.1272
      6   0.0554  0.0423     0.0001  0.1368
      7   0.0604  0.0447     0.0001  0.1464
      8   0.0454  0.0374     0.0001  0.1169
      9   0.0530  0.0379     0.0003  0.1239
     10   0.0604  0.0386     0.0045  0.1313
     11   0.0655  0.0382     0.0098  0.1355
     12   0.0699  0.0378     0.0146  0.1389
     13   0.0741  0.0374     0.0188  0.1423
     14   0.0732  0.0370     0.0185  0.1405
     15   0.0746  0.0377     0.0190  0.1434
     16   0.0757  0.0372     0.0216  0.1439
     17   0.0768  0.0379     0.0217  0.1465
     18   0.0818  0.0377     0.0259  0.1507
     19   0.0849  0.0372     0.0295  0.1530

