Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.1052  2.4521    -9.0502 -1.4164
      1  -3.0619  1.3366    -5.1433 -1.1995
      2  -4.1080  0.8076    -5.2414 -3.2048
      3  -4.6520  0.6142    -5.4092 -4.2214
      4  -4.3467  0.4859    -4.8719 -4.0475
      5  -4.1941  0.4599    -4.6443 -3.9448
      6  -4.2369  0.3363    -4.6414 -4.2178
      7  -4.2132  0.2506    -4.4739 -4.2183
      8  -4.2148  0.1848    -4.4733 -4.2198
      9  -4.2172  0.1385    -4.4730 -4.2221
     10  -4.2173  0.1096    -4.4728 -4.2226
     11  -4.2186  0.0889    -4.4726 -4.2240
     12  -4.2918  0.2174    -4.7136 -4.2273
     13  -4.2790  0.1728    -4.6979 -4.2272
     14  -4.2744  0.1483    -4.6913 -4.2273
     15  -4.2289  0.1062    -4.5530 -4.2243
     16  -4.2306  0.0916    -4.5514 -4.2261
     17  -4.2286  0.0809    -4.5285 -4.2261
     18  -4.2271  0.0740    -4.5067 -4.2262
     19  -4.2250  0.0677    -4.4782 -4.2262

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0588     0.0065  0.1898
      1   0.1013  0.0588     0.0065  0.1897
      2   0.1010  0.0589     0.0060  0.1897
      3   0.1010  0.0591     0.0056  0.1898
      4   0.1027  0.0589     0.0066  0.1901
      5   0.1024  0.0592     0.0065  0.1902
      6   0.1134  0.0558     0.0143  0.1917
      7   0.1212  0.0528     0.0228  0.1926
      8   0.1223  0.0519     0.0263  0.1927
      9   0.1237  0.0508     0.0304  0.1928
     10   0.1241  0.0504     0.0317  0.1928
     11   0.1251  0.0496     0.0345  0.1929
     12   0.0682  0.0397     0.0129  0.1430
     13   0.0707  0.0392     0.0158  0.1445
     14   0.0718  0.0389     0.0175  0.1451
     15   0.0783  0.0405     0.0201  0.1537
     16   0.0796  0.0402     0.0218  0.1544
     17   0.0804  0.0399     0.0230  0.1548
     18   0.0811  0.0397     0.0241  0.1552
     19   0.0821  0.0394     0.0255  0.1557

