Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.3621  1.7670    -9.1786 -3.8159
      1  -4.8346  0.9647    -6.2598 -3.6296
      2  -4.1799  0.6927    -5.0115 -3.4712
      3  -3.7651  0.6394    -4.3987 -3.2033
      4  -3.5761  0.6246    -4.0903 -2.9588
      5  -3.7084  0.4799    -4.1255 -3.5404
      6  -3.6792  0.3676    -3.9476 -3.5590
      7  -3.5134  0.8803    -4.1710 -2.5847
      8  -3.6710  0.8662    -4.3675 -3.0186
      9  -3.6316  0.6569    -4.0418 -3.1945
     10  -3.6114  0.5025    -3.9491 -3.2602
     11  -3.6019  0.3940    -3.9443 -3.3094
     12  -3.3903  0.6669    -3.9327 -2.6563
     13  -3.4562  0.5061    -3.9294 -3.0583
     14  -3.4892  0.3926    -3.9284 -3.2412
     15  -3.4330  0.3622    -3.8849 -3.2045
     16  -3.4544  0.2828    -3.8873 -3.3090
     17  -3.5389  0.4018    -3.9391 -3.3572
     18  -3.6044  0.4075    -3.9493 -3.4375
     19  -3.6468  0.3670    -3.9526 -3.4628

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0587     0.0059  0.1899
      1   0.1016  0.0590     0.0047  0.1898
      2   0.1013  0.0590     0.0047  0.1897
      3   0.0980  0.0600     0.0029  0.1892
      4   0.0963  0.0606     0.0029  0.1890
      5   0.1113  0.0581     0.0076  0.1918
      6   0.1198  0.0550     0.0153  0.1927
      7   0.0454  0.0378     0.0001  0.1167
      8   0.0495  0.0391     0.0001  0.1218
      9   0.0532  0.0385     0.0005  0.1240
     10   0.0560  0.0379     0.0034  0.1259
     11   0.0581  0.0375     0.0060  0.1273
     12   0.0282  0.0203     0.0007  0.0638
     13   0.0319  0.0204     0.0022  0.0673
     14   0.0349  0.0204     0.0046  0.0700
     15   0.0365  0.0218     0.0049  0.0745
     16   0.0394  0.0218     0.0078  0.0772
     17   0.0295  0.0153     0.0043  0.0543
     18   0.0295  0.0152     0.0043  0.0541
     19   0.0313  0.0159     0.0058  0.0573

