trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1156 650.00  0.00 800.00  3.00  1
  1  611 340.00  0.00 800.00 520.00  0
  2  769 430.00  0.00 800.00 52.00  1
  3  663 370.00  0.00 800.00 156.00  0
  4  698 390.00  0.00 800.00 104.00  1
  5  663 350.00  0.00 800.00 260.00  0
  6  663 350.00  0.00 800.00 104.00  1
  7  663 370.00  0.00 800.00 260.00  0
  8  663 380.00  0.00 800.00 104.00  0
  9  716 400.00  0.00 800.00 104.00  0
 10  716 380.00  0.00 800.00 52.00  1
 11  716 390.00  0.00 800.00 52.00  1
 12  716 410.00  0.00 800.00 52.00  0
 13    5  10.00  0.00 800.00  4.30  1
 14  625 350.00  0.00 800.00 52.00  1
 15  572 320.00  0.00 800.00 104.00  0
 16  607 340.00  0.00 800.00 52.00  1
 17  806 450.00  0.00 800.00 104.00  0
 18  644 360.00  0.00 800.00 104.00  1
 19  842 470.00  0.00 800.00 104.00  0
