Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.8528  1.8454    -5.7255 -0.2989
      1  -4.2917  1.2170    -6.5669 -2.9590
      2  -3.4530  0.7404    -4.2814 -2.8340
      3  -3.7474  0.6195    -4.4022 -3.4085
      4  -3.5665  0.4900    -4.0070 -3.3041
      5  -3.7118  0.4648    -4.1299 -3.5249
      6  -3.7256  0.3608    -4.1161 -3.6950
      7  -3.6955  0.2544    -3.9472 -3.6949
      8  -3.6942  0.1882    -3.9465 -3.6966
      9  -3.6497  0.4713    -3.9506 -3.4575
     10  -3.6958  0.4028    -3.9518 -3.5557
     11  -3.7032  0.3125    -3.9505 -3.6936
     12  -3.6916  0.2282    -3.9449 -3.6941
     13  -3.6917  0.1684    -3.9442 -3.6972
     14  -3.6889  0.1237    -3.9430 -3.6974
     15  -3.6875  0.0935    -3.9423 -3.6975
     16  -3.6867  0.0734    -3.9417 -3.6976
     17  -3.6876  0.0592    -3.9417 -3.6987
     18  -3.6882  0.0497    -3.9416 -3.6995
     19  -3.6876  0.0432    -3.9411 -3.6995

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0989  0.0598     0.0041  0.1895
      1   0.0969  0.0602     0.0036  0.1891
      2   0.0996  0.0595     0.0039  0.1895
      3   0.1017  0.0589     0.0055  0.1898
      4   0.1059  0.0577     0.0091  0.1905
      5   0.1072  0.0574     0.0096  0.1907
      6   0.1150  0.0550     0.0171  0.1918
      7   0.1231  0.0515     0.0280  0.1927
      8   0.1244  0.0504     0.0320  0.1928
      9   0.0661  0.0402     0.0077  0.1406
     10   0.0728  0.0419     0.0104  0.1496
     11   0.0786  0.0417     0.0152  0.1542
     12   0.0821  0.0407     0.0207  0.1561
     13   0.0840  0.0400     0.0237  0.1570
     14   0.0847  0.0396     0.0255  0.1572
     15   0.0851  0.0393     0.0268  0.1574
     16   0.0856  0.0391     0.0279  0.1576
     17   0.0863  0.0389     0.0290  0.1579
     18   0.0869  0.0386     0.0300  0.1582
     19   0.0875  0.0384     0.0311  0.1585

