Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.1172  2.4449    -9.0514 -1.4363
      1  -3.0717  1.3250    -5.1406 -1.2198
      2  -4.1058  0.7990    -5.2376 -3.2070
      3  -3.5720  0.5799    -4.2719 -3.1115
      4  -3.8574  0.4908    -4.4217 -3.5775
      5  -3.6911  0.4589    -4.1219 -3.4692
      6  -3.7184  0.3467    -4.1134 -3.6919
      7  -3.6911  0.2545    -3.9472 -3.6921
      8  -3.6931  0.1860    -3.9465 -3.6961
      9  -3.6427  0.4665    -3.9503 -3.4506
     10  -3.6275  0.3502    -3.9442 -3.4552
     11  -3.6796  0.2928    -3.9468 -3.5529
     12  -3.6739  0.2182    -3.9446 -3.5597
     13  -3.6785  0.1645    -3.9443 -3.6100
     14  -3.6763  0.1284    -3.9430 -3.6133
     15  -3.6752  0.1052    -3.9422 -3.6158
     16  -3.6801  0.0843    -3.9423 -3.6892
     17  -3.6826  0.0709    -3.9423 -3.6928
     18  -3.6821  0.0646    -3.9419 -3.6929
     19  -3.6847  0.0558    -3.9419 -3.6956

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0585     0.0075  0.1899
      1   0.1021  0.0585     0.0073  0.1899
      2   0.1017  0.0586     0.0070  0.1898
      3   0.1017  0.0585     0.0074  0.1897
      4   0.1022  0.0583     0.0080  0.1898
      5   0.1039  0.0584     0.0082  0.1903
      6   0.1134  0.0557     0.0154  0.1916
      7   0.1216  0.0525     0.0246  0.1926
      8   0.1242  0.0506     0.0311  0.1928
      9   0.0651  0.0404     0.0071  0.1400
     10   0.0674  0.0396     0.0108  0.1414
     11   0.0745  0.0412     0.0143  0.1504
     12   0.0757  0.0407     0.0165  0.1509
     13   0.0779  0.0401     0.0198  0.1521
     14   0.0787  0.0398     0.0214  0.1525
     15   0.0793  0.0395     0.0224  0.1528
     16   0.0812  0.0391     0.0246  0.1540
     17   0.0824  0.0388     0.0264  0.1547
     18   0.0827  0.0387     0.0271  0.1549
     19   0.0840  0.0384     0.0286  0.1557

