Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.3007  1.3945    -3.6351 -0.1293
      1  -1.8060  1.2456    -4.1221 -1.0738
      2  -2.0906  1.2136    -4.6311 -1.5271
      3  -1.8166  1.1230    -3.4522 -1.3645
      4  -1.7647  0.8976    -2.3179 -1.5891
      5  -1.6634  0.6551    -1.9013 -1.5892
      6  -1.6216  0.4671    -1.8471 -1.5899
      7  -1.6128  0.3455    -1.8458 -1.5971
      8  -1.6045  0.2522    -1.8449 -1.5989
      9  -1.5933  0.1830    -1.8391 -1.5988
     10  -1.5918  0.1351    -1.8388 -1.6000
     11  -1.5905  0.0984    -1.8387 -1.6002
     12  -1.5892  0.0700    -1.8383 -1.6002
     13  -1.5885  0.0504    -1.8380 -1.6002
     14  -1.5881  0.0367    -1.8377 -1.6002
     15  -1.6000  0.1133    -1.8483 -1.6006
     16  -1.5916  0.0800    -1.8406 -1.6002
     17  -1.5887  0.0570    -1.8381 -1.6001
     18  -1.5876  0.0416    -1.8373 -1.6001
     19  -1.5873  0.0301    -1.8372 -1.6001

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0958  0.0617     0.0001  0.1892
      1   0.0952  0.0620     0.0001  0.1892
      2   0.0951  0.0620     0.0001  0.1891
      3   0.0953  0.0619     0.0001  0.1892
      4   0.1064  0.0593     0.0018  0.1909
      5   0.1172  0.0552     0.0136  0.1922
      6   0.1199  0.0531     0.0226  0.1924
      7   0.1253  0.0502     0.0325  0.1929
      8   0.1274  0.0486     0.0381  0.1930
      9   0.1324  0.0460     0.0471  0.1936
     10   0.1357  0.0442     0.0531  0.1939
     11   0.1367  0.0434     0.0560  0.1940
     12   0.1371  0.0430     0.0569  0.1940
     13   0.1373  0.0428     0.0577  0.1941
     14   0.1376  0.0425     0.0585  0.1941
     15   0.0948  0.0408     0.0328  0.1686
     16   0.0985  0.0402     0.0367  0.1706
     17   0.1016  0.0397     0.0402  0.1723
     18   0.1048  0.0393     0.0433  0.1744
     19   0.1053  0.0391     0.0441  0.1746

