Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.8760  1.3435    -3.6951 -0.2010
      1  -2.7496  0.9264    -3.8790 -1.8813
      2  -3.2757  0.7893    -4.1402 -2.7638
      3  -3.5884  0.8369    -4.7517 -3.1909
      4  -3.9723  1.1712    -6.7505 -3.2131
      5  -4.5543  1.5856    -8.2150 -2.5635
      6  -5.4774  2.0595    -8.9543 -1.5267
      7  -5.6208  1.8680    -8.9364 -2.4439
      8  -6.4858  2.1165    -8.8733 -1.9005
      9  -6.7558  1.8690    -8.3148 -3.1219
     10  -6.9298  1.6684    -7.9893 -4.2633
     11  -7.4813  1.4645    -5.6469 -5.1869
     12  -7.5807  1.2966    -5.5162 -5.6093
     13  -7.9149  1.1079    -4.3035 -6.3803
     14  -8.1340  0.9679    -3.5422 -6.8481
     15  -8.2931  0.8594    -3.0041 -7.1500
     16  -8.4025  0.7661    -2.6628 -7.3741
     17  -8.4495  0.6986    -2.5411 -7.4472
     18  -8.5312  0.6355    -2.2795 -7.6189
     19  -8.5797  0.5835    -2.1397 -7.7021

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0997  0.0598     0.0020  0.1896
      1   0.0992  0.0600     0.0018  0.1895
      2   0.0972  0.0604     0.0007  0.1891
      3   0.0905  0.0613     0.0001  0.1876
      4   0.0545  0.0523     0.0000  0.1614
      5   0.0171  0.0189     0.0000  0.0522
      6   0.0056  0.0049     0.0000  0.0118
      7   0.0067  0.0047     0.0000  0.0124
      8   0.0052  0.0035     0.0000  0.0068
      9   0.0061  0.0030     0.0000  0.0069
     10   0.0066  0.0026     0.0001  0.0069
     11   0.0067  0.0024     0.0001  0.0069
     12   0.0070  0.0020     0.0002  0.0069
     13   0.0071  0.0019     0.0002  0.0069
     14   0.0072  0.0019     0.0003  0.0070
     15   0.0073  0.0019     0.0004  0.0076
     16   0.0074  0.0019     0.0004  0.0085
     17   0.0075  0.0020     0.0004  0.0093
     18   0.0076  0.0021     0.0004  0.0100
     19   0.0077  0.0022     0.0005  0.0105

