Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.3079  1.5205    -4.7374 -0.1231
      1  -0.7291  1.3607    -3.1013 -0.0657
      2  -0.9671  1.3120    -3.3200 -0.4044
      3  -0.7989  1.2490    -2.4263 -0.3251
      4  -0.6566  0.9548    -0.9732 -0.3207
      5  -0.5769  0.7000    -0.7948 -0.3227
      6  -0.5426  0.5135    -0.7921 -0.3399
      7  -0.5202  0.3723    -0.7890 -0.3419
      8  -0.5086  0.2744    -0.7868 -0.3438
      9  -0.5020  0.2090    -0.7847 -0.3450
     10  -0.4995  0.1651    -0.7842 -0.3468
     11  -0.4976  0.1393    -0.7837 -0.3467
     12  -0.4973  0.1231    -0.7836 -0.3482
     13  -0.4972  0.1141    -0.7836 -0.3493
     14  -0.4973  0.1090    -0.7836 -0.3506
     15  -0.4970  0.1068    -0.7835 -0.3503
     16  -0.4983  0.1031    -0.7836 -0.3554
     17  -0.4984  0.1022    -0.7836 -0.3560
     18  -0.4996  0.0993    -0.7836 -0.3612
     19  -0.5003  0.0978    -0.7836 -0.3639

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0943  0.0623     0.0001  0.1890
      1   0.0970  0.0616     0.0001  0.1894
      2   0.0956  0.0620     0.0001  0.1893
      3   0.0961  0.0607     0.0001  0.1888
      4   0.1051  0.0582     0.0049  0.1903
      5   0.1106  0.0557     0.0142  0.1909
      6   0.1131  0.0541     0.0200  0.1912
      7   0.1152  0.0528     0.0241  0.1914
      8   0.1170  0.0518     0.0274  0.1916
      9   0.1194  0.0508     0.0303  0.1919
     10   0.1204  0.0502     0.0322  0.1920
     11   0.1229  0.0494     0.0348  0.1923
     12   0.1239  0.0489     0.0364  0.1924
     13   0.1252  0.0483     0.0381  0.1926
     14   0.1260  0.0479     0.0394  0.1927
     15   0.1277  0.0474     0.0412  0.1929
     16   0.1280  0.0471     0.0422  0.1929
     17   0.1290  0.0467     0.0434  0.1930
     18   0.1293  0.0464     0.0444  0.1931
     19   0.1295  0.0462     0.0449  0.1931

