Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.9051  2.4501    -8.3294 -0.3998
      1  -6.0887  1.4650    -8.9052 -4.3225
      2  -4.9785  0.7479    -6.0196 -4.2403
      3  -4.5845  0.5904    -5.2624 -4.1528
      4  -4.8647  0.4684    -5.4055 -4.5925
      5  -5.0108  0.4339    -5.4917 -4.8193
      6  -4.9724  0.3272    -5.2631 -4.8167
      7  -4.9800  0.2432    -5.2623 -4.8388
      8  -4.9851  0.1876    -5.2619 -4.8586
      9  -4.9820  0.1461    -5.2594 -4.8601
     10  -4.9846  0.1215    -5.2593 -4.8723
     11  -4.9830  0.1053    -5.2579 -4.8726
     12  -4.9818  0.0957    -5.2567 -4.8726
     13  -4.9835  0.0891    -5.2568 -4.8812
     14  -4.9823  0.0850    -5.2557 -4.8808
     15  -4.9829  0.0828    -5.2557 -4.8843
     16  -4.9821  0.0810    -5.2549 -4.8839
     17  -4.9829  0.0795    -5.2550 -4.8882
     18  -4.9832  0.0789    -5.2550 -4.8901
     19  -4.8175  0.1470    -5.2310 -4.7544

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0586     0.0067  0.1898
      1   0.1027  0.0584     0.0067  0.1899
      2   0.1039  0.0581     0.0071  0.1901
      3   0.1032  0.0582     0.0075  0.1900
      4   0.1040  0.0573     0.0099  0.1899
      5   0.1035  0.0569     0.0105  0.1897
      6   0.1131  0.0545     0.0184  0.1913
      7   0.1150  0.0532     0.0232  0.1914
      8   0.1169  0.0520     0.0270  0.1916
      9   0.1183  0.0511     0.0302  0.1917
     10   0.1194  0.0504     0.0324  0.1918
     11   0.1203  0.0498     0.0345  0.1919
     12   0.1211  0.0493     0.0362  0.1920
     13   0.1218  0.0488     0.0376  0.1920
     14   0.1227  0.0483     0.0392  0.1921
     15   0.1230  0.0481     0.0400  0.1922
     16   0.1237  0.0477     0.0414  0.1922
     17   0.1241  0.0475     0.0421  0.1923
     18   0.1242  0.0474     0.0425  0.1923
     19   0.0409  0.0174     0.0146  0.0699

