Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.2139  2.8681    -8.9483 -0.2215
      1  -4.0061  2.9166    -8.9166 -0.1734
      2  -3.7706  2.9528    -8.8755 -0.1400
      3  -5.2632  2.5587    -9.0888 -0.7610
      4  -5.4521  2.4736    -9.1084 -0.9309
      5  -4.3012  2.2226    -8.4846 -0.6090
      6  -4.2422  2.0954    -8.2202 -0.6570
      7  -5.0159  1.8090    -8.4659 -1.8240
      8  -5.0564  1.6723    -8.3316 -2.4200
      9  -4.5295  1.3749    -6.8179 -2.2618
     10  -4.0573  1.3218    -6.0265 -1.7013
     11  -4.3970  1.0825    -6.0629 -2.9636
     12  -4.3881  0.9643    -5.8983 -3.1339
     13  -4.1279  0.8975    -5.4323 -2.9172
     14  -4.3146  0.7498    -5.4923 -3.4286
     15  -4.1757  0.6783    -5.2146 -3.3271
     16  -4.2965  0.5882    -5.2573 -3.6039
     17  -4.3882  0.5308    -5.3225 -3.7809
     18  -4.3004  0.4719    -5.1467 -3.7459
     19  -4.2328  0.4272    -4.9839 -3.7203

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0028  0.0059     0.0000  0.0105
      1   0.0043  0.0070     0.0000  0.0133
      2   0.0060  0.0077     0.0000  0.0164
      3   0.0042  0.0044     0.0000  0.0087
      4   0.0054  0.0043     0.0000  0.0101
      5   0.0051  0.0043     0.0000  0.0095
      6   0.0061  0.0040     0.0000  0.0104
      7   0.0063  0.0040     0.0000  0.0109
      8   0.0070  0.0037     0.0000  0.0113
      9   0.0075  0.0038     0.0001  0.0122
     10   0.0075  0.0038     0.0001  0.0121
     11   0.0079  0.0040     0.0001  0.0128
     12   0.0082  0.0038     0.0002  0.0129
     13   0.0085  0.0039     0.0002  0.0132
     14   0.0089  0.0042     0.0003  0.0137
     15   0.0093  0.0045     0.0004  0.0147
     16   0.0098  0.0047     0.0005  0.0163
     17   0.0103  0.0049     0.0006  0.0173
     18   0.0109  0.0052     0.0006  0.0184
     19   0.0115  0.0054     0.0007  0.0191

