Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.5999  1.6435    -9.2027 -4.2993
      1  -5.2078  0.9254    -6.5348 -4.1224
      2  -4.5572  0.6859    -5.3467 -3.9851
      3  -4.2667  0.6202    -4.8520 -3.8335
      4  -4.1066  0.5965    -4.6126 -3.6722
      5  -3.8571  0.7904    -4.4524 -2.7559
      6  -3.4033  1.2829    -4.9930 -1.1153
      7  -2.7502  1.7018    -6.6415 -0.4448
      8  -3.0951  1.4046    -6.1253 -1.1828
      9  -2.9857  1.1701    -4.4313 -1.3057
     10  -3.1854  0.9444    -4.3035 -2.0548
     11  -2.8991  1.0987    -4.2925 -1.6066
     12  -2.8319  0.9085    -3.9370 -1.6752
     13  -2.9517  0.7497    -3.9295 -2.1258
     14  -3.0380  0.6373    -3.9368 -2.3875
     15  -2.9071  0.5912    -3.7245 -2.2805
     16  -2.9524  0.5044    -3.7322 -2.4295
     17  -2.8741  0.4490    -3.6005 -2.4023
     18  -2.9396  0.3994    -3.6307 -2.5213
     19  -2.8959  0.3534    -3.5344 -2.5028

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1008  0.0592     0.0047  0.1897
      1   0.1001  0.0595     0.0037  0.1896
      2   0.0992  0.0596     0.0031  0.1894
      3   0.0993  0.0597     0.0032  0.1894
      4   0.0988  0.0594     0.0035  0.1891
      5   0.0763  0.0589     0.0003  0.1813
      6   0.0217  0.0218     0.0000  0.0623
      7   0.0083  0.0063     0.0000  0.0175
      8   0.0097  0.0071     0.0000  0.0199
      9   0.0105  0.0068     0.0001  0.0202
     10   0.0119  0.0073     0.0001  0.0223
     11   0.0097  0.0059     0.0001  0.0180
     12   0.0102  0.0056     0.0001  0.0182
     13   0.0111  0.0059     0.0003  0.0193
     14   0.0118  0.0061     0.0005  0.0200
     15   0.0123  0.0063     0.0006  0.0206
     16   0.0131  0.0064     0.0008  0.0216
     17   0.0139  0.0067     0.0010  0.0233
     18   0.0146  0.0069     0.0012  0.0245
     19   0.0154  0.0070     0.0014  0.0254

