Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.8738  1.5227    -8.4640 -4.8463
      1  -5.7512  0.9616    -7.0765 -4.7575
      2  -5.0801  0.7457    -5.8652 -4.5180
      3  -4.7911  0.7194    -5.4347 -4.2035
      4  -4.6088  0.7635    -5.2004 -3.6337
      5  -4.0241  1.3285    -5.2136 -1.1449
      6  -2.9593  1.7834    -6.3130 -0.3790
      7  -2.1535  1.8611    -6.5613 -0.2014
      8  -1.6409  1.8014    -6.2089 -0.1315
      9  -1.4068  1.4785    -4.1344 -0.1246
     10  -1.2705  1.2345    -3.2890 -0.1209
     11  -1.7573  1.2572    -3.7650 -0.3107
     12  -1.3640  1.2329    -3.1744 -0.1851
     13  -1.0656  1.2687    -2.8537 -0.1107
     14  -0.9540  1.0178    -2.3236 -0.1081
     15  -0.7460  0.9469    -1.9046 -0.0793
     16  -0.5962  0.8604    -1.5881 -0.0632
     17  -0.5483  0.6898    -1.5290 -0.0626
     18  -0.4404  0.6157    -1.3020 -0.0524
     19  -0.3550  0.5535    -1.1358 -0.0452

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1000  0.0597     0.0035  0.1896
      1   0.0991  0.0599     0.0031  0.1895
      2   0.0983  0.0603     0.0022  0.1894
      3   0.0970  0.0604     0.0021  0.1891
      4   0.0943  0.0608     0.0019  0.1885
      5   0.0363  0.0385     0.0001  0.1158
      6   0.0088  0.0068     0.0000  0.0189
      7   0.0067  0.0041     0.0000  0.0116
      8   0.0067  0.0038     0.0000  0.0112
      9   0.0073  0.0034     0.0001  0.0114
     10   0.0076  0.0031     0.0001  0.0116
     11   0.0075  0.0031     0.0001  0.0113
     12   0.0073  0.0029     0.0001  0.0106
     13   0.0070  0.0027     0.0001  0.0091
     14   0.0073  0.0024     0.0002  0.0093
     15   0.0073  0.0023     0.0002  0.0092
     16   0.0073  0.0023     0.0003  0.0094
     17   0.0074  0.0021     0.0004  0.0095
     18   0.0075  0.0022     0.0004  0.0098
     19   0.0076  0.0022     0.0004  0.0101

