Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7609  2.0833    -9.1165 -2.6737
      1  -3.9770  1.1172    -5.7004 -2.4906
      2  -4.7456  0.7473    -5.7712 -3.9747
      3  -5.2748  0.6174    -5.9878 -4.8498
      4  -5.4507  0.5647    -6.0980 -5.2185
      5  -5.2673  0.4519    -5.7292 -5.0926
      6  -5.2634  0.3317    -5.6954 -5.1121
      7  -5.2838  0.2494    -5.6929 -5.2682
      8  -5.2906  0.1947    -5.6891 -5.2735
      9  -5.5870  1.1884    -7.3780 -3.5289
     10  -5.6508  0.9499    -7.0721 -4.9202
     11  -5.5942  0.7369    -6.5604 -5.0680
     12  -5.5347  0.6010    -6.2913 -5.0916
     13  -5.4898  0.4977    -6.1325 -5.0974
     14  -5.5712  0.4500    -6.1959 -5.2811
     15  -5.5109  0.3961    -6.0391 -5.2691
     16  -5.5532  0.3356    -6.0448 -5.3129
     17  -5.5166  0.2872    -6.0037 -5.3035
     18  -5.5488  0.2459    -6.0130 -5.3513
     19  -5.5462  0.2099    -6.0041 -5.3538

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1014  0.0590     0.0060  0.1898
      1   0.1011  0.0591     0.0056  0.1898
      2   0.1010  0.0590     0.0059  0.1897
      3   0.0993  0.0596     0.0044  0.1895
      4   0.1020  0.0591     0.0054  0.1900
      5   0.1052  0.0578     0.0080  0.1903
      6   0.1076  0.0563     0.0134  0.1905
      7   0.1130  0.0542     0.0199  0.1912
      8   0.1158  0.0527     0.0245  0.1915
      9   0.0147  0.0114     0.0000  0.0330
     10   0.0158  0.0111     0.0001  0.0335
     11   0.0175  0.0111     0.0002  0.0348
     12   0.0193  0.0114     0.0008  0.0374
     13   0.0209  0.0116     0.0015  0.0393
     14   0.0220  0.0119     0.0019  0.0406
     15   0.0233  0.0123     0.0025  0.0429
     16   0.0249  0.0126     0.0036  0.0452
     17   0.0265  0.0130     0.0049  0.0471
     18   0.0280  0.0132     0.0067  0.0490
     19   0.0285  0.0131     0.0074  0.0493

