trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  144  90.00  0.00 800.00  0.43  1
  1  698 390.00  0.00 800.00 104.00  1
  2  881 490.00  0.00 800.00 520.00  1
  3 1169 650.00  0.00 800.00 520.00  1
  4 1277 710.00  0.00 800.00 520.00  1
  5 1313 730.00  0.00 800.00 520.00  1
  6 1331 740.00  0.00 800.00 520.00  1
  7 1331 740.00  0.00 800.00 260.00  1
  8 1349 750.00  0.00 800.00 520.00  1
  9 1349 730.00  0.00 800.00 260.00  1
 10 1349 750.00  0.00 800.00 260.00  1
 11 1349 730.00  0.00 800.00 260.00  1
 12 1349 740.00  0.00 800.00 260.00  1
 13 1349 750.00  0.00 800.00 260.00  1
 14 1349 740.00  0.00 800.00 260.00  1
 15 1349 750.00  0.00 800.00 260.00  1
 16 1349 750.00  0.00 800.00 260.00  1
 17 1349 750.00  0.00 800.00 260.00  1
 18 1349 740.00  0.00 800.00 260.00  1
 19 1349 750.00  0.00 800.00 260.00  1
