trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1114 620.00  0.00 800.00 260.00  0
  1  732 410.00  0.00 800.00 26.00  0
  2  654 370.00  0.00 800.00  6.44  1
  3  693 390.00  0.00 800.00 12.90  1
  4  695 390.00  0.00 800.00 21.50  1
  5  732 410.00  0.00 800.00 26.00  1
  6  679 380.00  0.00 800.00 52.00  0
  7  732 430.00  0.00 800.00 21.50  1
  8  607 340.00  0.00 800.00 52.00  0
  9  714 400.00  0.00 800.00 26.00  1
 10  607 340.00  0.00 800.00 104.00  0
 11  840 470.00  0.00 800.00 26.00  1
 12  607 360.00  0.00 800.00 26.00  1
 13  607 330.00  0.00 800.00 104.00  0
 14  840 470.00  0.00 800.00 26.00  1
 15  822 460.00  0.00 800.00 26.00  1
 16  751 420.00  0.00 800.00 52.00  0
 17  786 440.00  0.00 800.00 26.00  1
 18  751 420.00  0.00 800.00 104.00  0
 19  733 410.00  0.00 800.00 52.00  0
