Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.3165  2.0231    -6.5307 -0.3509
      1  -4.9880  1.1476    -6.7611 -3.5252
      2  -4.0988  0.7166    -5.0018 -3.4416
      3  -4.5083  0.5701    -5.1826 -4.1619
      4  -4.3373  0.4699    -4.8027 -4.0652
      5  -4.4806  0.4395    -4.9212 -4.2942
      6  -4.4534  0.3308    -4.7363 -4.2997
      7  -4.4581  0.2447    -4.7354 -4.3236
      8  -4.4597  0.1889    -4.7349 -4.3354
      9  -4.6141  0.7229    -5.4456 -4.2272
     10  -4.5170  0.6637    -5.1500 -4.1738
     11  -4.4714  0.5458    -4.9722 -4.2085
     12  -4.3450  0.8927    -5.2198 -3.6372
     13  -4.3580  0.6904    -4.9815 -3.9566
     14  -4.3710  0.5374    -4.9418 -4.0331
     15  -4.2614  0.7713    -4.9856 -3.7726
     16  -4.2502  0.5935    -4.8969 -3.8616
     17  -4.2277  0.4704    -4.7572 -3.9017
     18  -4.2522  0.3861    -4.7446 -3.9794
     19  -4.2749  0.3247    -4.7459 -4.0156

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1005  0.0593     0.0052  0.1897
      1   0.1001  0.0595     0.0049  0.1897
      2   0.1006  0.0593     0.0049  0.1897
      3   0.1010  0.0591     0.0054  0.1897
      4   0.1050  0.0581     0.0082  0.1904
      5   0.1060  0.0576     0.0088  0.1905
      6   0.1143  0.0549     0.0167  0.1916
      7   0.1161  0.0536     0.0216  0.1918
      8   0.1170  0.0529     0.0241  0.1918
      9   0.0315  0.0233     0.0001  0.0728
     10   0.0330  0.0232     0.0001  0.0737
     11   0.0364  0.0238     0.0017  0.0779
     12   0.0197  0.0134     0.0001  0.0410
     13   0.0215  0.0131     0.0001  0.0422
     14   0.0230  0.0129     0.0013  0.0436
     15   0.0167  0.0097     0.0001  0.0311
     16   0.0173  0.0093     0.0005  0.0313
     17   0.0183  0.0092     0.0013  0.0320
     18   0.0194  0.0091     0.0021  0.0329
     19   0.0204  0.0092     0.0029  0.0337

