trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1332 750.00  0.00 800.00  0.43  1
  1  790 440.00  0.00 800.00 260.00  0
  2  769 430.00  0.00 800.00 52.00  0
  3  714 400.00  0.00 800.00 26.00  0
  4  765 430.00  0.00 800.00 12.90  1
  5  766 430.00  0.00 800.00 17.20  1
  6  732 410.00  0.00 800.00 26.00  0
  7  677 380.00  0.00 800.00 21.50  1
  8  677 370.00  0.00 800.00 17.20  1
  9  732 410.00  0.00 800.00 26.00  0
 10  766 430.00  0.00 800.00 17.20  1
 11  714 400.00  0.00 800.00 26.00  0
 12  624 350.00  0.00 800.00 26.00  0
 13  748 420.00  0.00 800.00 17.20  1
 14  677 380.00  0.00 800.00 21.50  1
 15  677 400.00  0.00 800.00 26.00  0
 16  766 430.00  0.00 800.00 17.20  1
 17  766 450.00  0.00 800.00 12.90  1
 18  766 430.00  0.00 800.00 21.50  1
 19  732 410.00  0.00 800.00 26.00  0
 20  855 480.00  0.00 800.00 12.90  1
 21  785 440.00  0.00 800.00 21.50  1
 22  750 420.00  0.00 800.00 26.00  0
 23  750 420.00  0.00 800.00 21.50  1
 24  750 400.00  0.00 800.00 21.50  1
 25  750 420.00  0.00 800.00 52.00  0
 26  750 420.00  0.00 800.00 52.00  0
 27  750 440.00  0.00 800.00 52.00  0
 28  803 450.00  0.00 800.00 21.50  1
 29  750 410.00  0.00 800.00 52.00  0
 30  750 430.00  0.00 800.00 21.50  1
 31  750 430.00  0.00 800.00 21.50  1
 32  750 440.00  0.00 800.00 52.00  0
 33  750 430.00  0.00 800.00 21.50  1
 34  732 410.00  0.00 800.00 26.00  0
 35  750 420.00  0.00 800.00 52.00  0
 36  750 420.00  0.00 800.00 21.50  1
 37  732 410.00  0.00 800.00 26.00  0
 38  750 410.00  0.00 800.00 52.00  0
 39  750 420.00  0.00 800.00 52.00  0
 40  750 400.00  0.00 800.00 21.50  1
 41  750 440.00  0.00 800.00 52.00  0
